cleansing,CaseFolding
Pencarian barang yang diinginkan lebih mudah  dan tentunya sangat membantu dalam kondisi pandemi saat ini  tks,pencarian barang yang diinginkan lebih mudah  dan tentunya sangat membantu dalam kondisi pandemi saat ini  tks
Terima kasih shopee sudah memberikan wadah untuk penjual seperti saya dan setiap ada masalah customer servise jam membantu,terima kasih shopee sudah memberikan wadah untuk penjual seperti saya dan setiap ada masalah customer servise jam membantu
Alhmdllah belanja di shopee bisa lebih hemat dan mudah gausah perlu kemana  tinggal buka app shopee nya aja semua ada di shopee semoga shopee bisa lebih baik lagi ,alhmdllah belanja di shopee bisa lebih hemat dan mudah gausah perlu kemana  tinggal buka app shopee nya aja semua ada di shopee semoga shopee bisa lebih baik lagi 
Selama belanja di shoope  saya mersa puas  baik dari pengiriman maupun kerapian paketnya  karna kami sangat percaya pd shoope,selama belanja di shoope  saya mersa puas  baik dari pengiriman maupun kerapian paketnya  karna kami sangat percaya pd shoope
Mantabb sih pelayananya  sellernya yg salah ngirim barang tapi pihak shopee yang tanggung jawab  ganti voucher seharga harga barang yg kubeli  Sedangkan sellernya pelayananya minus,mantabb sih pelayananya  sellernya yg salah ngirim barang tapi pihak shopee yang tanggung jawab  ganti voucher seharga harga barang yg kubeli  sedangkan sellernya pelayananya minus
Saya suka belanja di shoppee  pelayanan nya bagus penjualan barang di setiap toko amanah terpecaya  sukses selalu buat shoppee,saya suka belanja di shoppee  pelayanan nya bagus penjualan barang di setiap toko amanah terpecaya  sukses selalu buat shoppee
Puas tapi blm puas banget karena Cod nya tidak nyampek rumah harus ambil sendiri di kantor exspidisi kota yg jaraknya lumayan jauh,puas tapi blm puas banget karena cod nya tidak nyampek rumah harus ambil sendiri di kantor exspidisi kota yg jaraknya lumayan jauh
Shope mantap dan sya bisa nambah wawasan dalam barang barang yang saya belum ketahui Bisa cek harga ekonomis dan barang berkualitas,shope mantap dan sya bisa nambah wawasan dalam barang barang yang saya belum ketahui bisa cek harga ekonomis dan barang berkualitas
Akhirnya perfoma shoppe kembali lagi setelah beberapa kali eror setahun lalu  Semoga makin dipermudah ya buat belanja di shoppe,akhirnya perfoma shoppe kembali lagi setelah beberapa kali eror setahun lalu  semoga makin dipermudah ya buat belanja di shoppe
Kenapa aku shopee saya jaringan nya selalu bermasalah padahal buat app yang lain lancar aja Saya hapus data malah ngga bisa login lagi ,kenapa aku shopee saya jaringan nya selalu bermasalah padahal buat app yang lain lancar aja saya hapus data malah ngga bisa login lagi 
Aplikasi ini membantu saya membuat dompet menipis dengan cara memberikan diskon besaran agar aku tergiurkan  Terima Kasih Shopee,aplikasi ini membantu saya membuat dompet menipis dengan cara memberikan diskon besaran agar aku tergiurkan  terima kasih shopee
Tolong privasi nya ditingkatkan soalnya data alamat rumah bisa di retas orang banyak nomer tidak dikenal yg mengatas namakan shopee,tolong privasi nya ditingkatkan soalnya data alamat rumah bisa di retas orang banyak nomer tidak dikenal yg mengatas namakan shopee
Aplikasi ini sekarang jadi lemot Buka foto aja ga bisa padahal sinyal saya full Dulu lancar banget sering order barang skrg gimana mau order  berat banget loading nya  Tolong diperbaiki lagi biar saya ga pindah ke lain hati,aplikasi ini sekarang jadi lemot buka foto aja ga bisa padahal sinyal saya full dulu lancar banget sering order barang skrg gimana mau order  berat banget loading nya  tolong diperbaiki lagi biar saya ga pindah ke lain hati
Belanja di shopee sangat menyenangkan sekali pengirimannya yg cepat abang kurirnya yang sangat ramah membuat nyaman belanja ,belanja di shopee sangat menyenangkan sekali pengirimannya yg cepat abang kurirnya yang sangat ramah membuat nyaman belanja 
Paling suka belanja di Shopee  pilihan barang banyak dan mudah pembayarannya  terbantu jg dg adanya shopee pay later,paling suka belanja di shopee  pilihan barang banyak dan mudah pembayarannya  terbantu jg dg adanya shopee pay later
Tolong dong pihak shopee untuk metode pembayaran secara COD di akun ku di aktifkan lagi  baru kali paket yang gagal masa langsung di nonaktifkan saya juga punya alasan kenapa paket nya gagal paket yg pertama sebelum barang dikirm masih diproses saya sudah mengajukan pembatalan ke pihak toko tapi mereka tidak mennggapi tiba  paket telah dikirim  terima kasih,tolong dong pihak shopee untuk metode pembayaran secara cod di akun ku di aktifkan lagi  baru kali paket yang gagal masa langsung di nonaktifkan saya juga punya alasan kenapa paket nya gagal paket yg pertama sebelum barang dikirm masih diproses saya sudah mengajukan pembatalan ke pihak toko tapi mereka tidak mennggapi tiba  paket telah dikirim  terima kasih
Untuk yg suka belanja olshop dan gga mau cape harus ngemall semua yg di butuhkan ada di shopee tingkatkan lg kualitas penjual yg terbaik,untuk yg suka belanja olshop dan gga mau cape harus ngemall semua yg di butuhkan ada di shopee tingkatkan lg kualitas penjual yg terbaik
Bagus bgt sih memudahkan dalam berbelanja udah gitu banyak barang murah diskon&gratis ongkir terus recomended bgt sih aplikasi ini Bhahahahahaha,bagus bgt sih memudahkan dalam berbelanja udah gitu banyak barang murah diskon&gratis ongkir terus recomended bgt sih aplikasi ini bhahahahahaha
oke banget  so far selalu puas sih belanja di shopee  memudahkan juga ga perlu kmna bisa belanja  makasih ya,oke banget  so far selalu puas sih belanja di shopee  memudahkan juga ga perlu kmna bisa belanja  makasih ya
Yang mengecewakan dati shoper setiap ada barang yg serba seribu selalu tidak bisa saat sudah bisa barangnya habis  Apa ini namanya trick jualan,yang mengecewakan dati shoper setiap ada barang yg serba seribu selalu tidak bisa saat sudah bisa barangnya habis  apa ini namanya trick jualan
Sangat bagus dan sangat membantu Berikan banyak bintang untuk shopee  Saya sangat merekomendasikannya,sangat bagus dan sangat membantu berikan banyak bintang untuk shopee  saya sangat merekomendasikannya
Aplikasi jual online terbaik dan terpercaya  Saya dari jambi sudah sering menggunakan aplikasi ini,aplikasi jual online terbaik dan terpercaya  saya dari jambi sudah sering menggunakan aplikasi ini
Habis di update kenapa jadi gak sensitif ya ktk sentuh aplikasinya seperti ngehang kl si klik tp kl di gulir lancar mohon donk perbaiki lg kyk biar kemaren  thx,habis di update kenapa jadi gak sensitif ya ktk sentuh aplikasinya seperti ngehang kl si klik tp kl di gulir lancar mohon donk perbaiki lg kyk biar kemaren  thx
Alhamdulillah belanja selalu puas dengan produk produk yang ada di shopee  kalau bisa penjual yg ga amanah gausah di izinin jualan shopee,alhamdulillah belanja selalu puas dengan produk produk yang ada di shopee  kalau bisa penjual yg ga amanah gausah di izinin jualan shopee
Terimakasih shopee sudah hadir dalam hidup ku wkwk  banyak banget manfaat shopee buat akuu  dari shopee aku bisa belanja buat dijual kembali dgn harga yang oke dan kualitas yang oke juga Sukses selalu shopee  semoga semakin banyak promo promo menarik dan hadiah yang menarik yaa Walaupun aku belum pernah dapat hadiah wkwk,terimakasih shopee sudah hadir dalam hidup ku wkwk  banyak banget manfaat shopee buat akuu  dari shopee aku bisa belanja buat dijual kembali dgn harga yang oke dan kualitas yang oke juga sukses selalu shopee  semoga semakin banyak promo promo menarik dan hadiah yang menarik yaa walaupun aku belum pernah dapat hadiah wkwk
Sangat bermanfaat membantu sekali  trimakasih shopee  smoga semakin jd yg trdepan sukses sllu,sangat bermanfaat membantu sekali  trimakasih shopee  smoga semakin jd yg trdepan sukses sllu
Aplikasinya jelek banget tapi boonk aplikasinya bagus banget buat belanja barangnya murah murah gratis ongkirnya juga banyak barangnya bagus bagus shopee emang ter the best deh,aplikasinya jelek banget tapi boonk aplikasinya bagus banget buat belanja barangnya murah murah gratis ongkirnya juga banyak barangnya bagus bagus shopee emang ter the best deh
Saya syuka  Merasa terbantu dengan shopee nggak ribet juga pokoknya saya suka bangett pake aplikasi ini Terimaksih shopee Semua ada di sini Pokoknya love love dah,saya syuka  merasa terbantu dengan shopee nggak ribet juga pokoknya saya suka bangett pake aplikasi ini terimaksih shopee semua ada di sini pokoknya love love dah
Aplikasinya membantu sih buat belanja tp gak tau masalahnya dimana kalo buka shopee kelamaan lama lama jd lemot bgt trs nge hang tau deh yg salah hp qu apa gimana gak paham,aplikasinya membantu sih buat belanja tp gak tau masalahnya dimana kalo buka shopee kelamaan lama lama jd lemot bgt trs nge hang tau deh yg salah hp qu apa gimana gak paham
Udh banyak sy cobain belanja di aplikasi lain tapi shopee yang paling baik sape anak aku yang kecil aku kasih nama shopee he  he,udh banyak sy cobain belanja di aplikasi lain tapi shopee yang paling baik sape anak aku yang kecil aku kasih nama shopee he  he
So far so good slalu tepat wktu  yg dikirim sesuai pesanan  Yg penting baca deskripsi dgn teliti sblm memesan,so far so good slalu tepat wktu  yg dikirim sesuai pesanan  yg penting baca deskripsi dgn teliti sblm memesan
yu belanja di shoppe aja banyak chasbac murah aman dan berkualitas jangan sampe ketinggalan capai platinum yu,yu belanja di shoppe aja banyak chasbac murah aman dan berkualitas jangan sampe ketinggalan capai platinum yu
sangat membantu di masa pandemi ini tetap bisa berbelanja dari rumah nice aplikasi suka deh,sangat membantu di masa pandemi ini tetap bisa berbelanja dari rumah nice aplikasi suka deh
No Online Shoping di Indonesia  Memberikan Pelayanan Terbaik Service Harga Terbaik & Pengiriman yg Sangat Cepat  Terima Kasih Shopee  Berikan selalu Kepuasan & Pelayanan Terbaik kepada Konsumen  God Job,no online shoping di indonesia  memberikan pelayanan terbaik service harga terbaik & pengiriman yg sangat cepat  terima kasih shopee  berikan selalu kepuasan & pelayanan terbaik kepada konsumen  god job
Saya sarankan shopee menerapkan PIN untuk metode pembayaran COD karena sering sekali anak anak yang usil buat pesanan  jadi ada belanjaan yang kita tidak tau Kalo diterapkan PIN seperti pembayaran SHOPEEPAY kan biar lebih aman,saya sarankan shopee menerapkan pin untuk metode pembayaran cod karena sering sekali anak anak yang usil buat pesanan  jadi ada belanjaan yang kita tidak tau kalo diterapkan pin seperti pembayaran shopeepay kan biar lebih aman
Shopee sangat bisa kita percaya  ini pengalaman saya  saya sdh beberapa kali order pesan dan beli barang dari shopee selalu datang dan sesuai barang yg saya pesan  untuk kedepan shopee tetap seperti ini dan selalu dipercaya,shopee sangat bisa kita percaya  ini pengalaman saya  saya sdh beberapa kali order pesan dan beli barang dari shopee selalu datang dan sesuai barang yg saya pesan  untuk kedepan shopee tetap seperti ini dan selalu dipercaya
Terbaik shopee  makin sering belanja makin banyak kejutan yang di dapat  Terimakasih shopee  tariganfaisal,terbaik shopee  makin sering belanja makin banyak kejutan yang di dapat  terimakasih shopee  tariganfaisal
Senang belanja di sope cuma paylater nya tolong dong naikin limit nya lumayan kan bisa beli baju lebaran dengan cicilan kali ,senang belanja di sope cuma paylater nya tolong dong naikin limit nya lumayan kan bisa beli baju lebaran dengan cicilan kali 
Apk nya jelek banget jelek Tapi boong buruan deh  download  ,apk nya jelek banget jelek tapi boong buruan deh  download  
kenapa aku udah update terbaru masih nggk ada spinjam nya min tolong dong min supaya ada spinjamnya trimakasih,kenapa aku udah update terbaru masih nggk ada spinjam nya min tolong dong min supaya ada spinjamnya trimakasih
Shopee tambahin dong bantuan teman penyiraman dari orang jadi orang  khasihan teman yang sdh aktif orang eh ada orang yang laen yang nyiram tanaman kita  malah tak bisa membalas balik siram  khan khasihann,shopee tambahin dong bantuan teman penyiraman dari orang jadi orang  khasihan teman yang sdh aktif orang eh ada orang yang laen yang nyiram tanaman kita  malah tak bisa membalas balik siram  khan khasihann
Untuk produk flash sale sudah dimasukin keranjang kok tidak bisa di checkout Mohon tanggapan nya,untuk produk flash sale sudah dimasukin keranjang kok tidak bisa di checkout mohon tanggapan nya
Belanja di sini sangat bagus apalagi kalau ada voucher nya saya suka belanja di sini kalaua da voucher harapan saya semoga ongkir gratis trus,belanja di sini sangat bagus apalagi kalau ada voucher nya saya suka belanja di sini kalaua da voucher harapan saya semoga ongkir gratis trus
Aplikasi yang membuat saya terbantu terima kasih shoppee tapi sekarang kadang aplikasinya kurang stabil kalau lagi puncak sale kadang eror mgkn Krn terlalu banyak yg pake aplikasi shopee,aplikasi yang membuat saya terbantu terima kasih shoppee tapi sekarang kadang aplikasinya kurang stabil kalau lagi puncak sale kadang eror mgkn krn terlalu banyak yg pake aplikasi shopee
Is The Best Tempat belanja yang sangat menyenangkan dan memuaskan  banyak diskon dan cashback  mantap no asua tenggara,is the best tempat belanja yang sangat menyenangkan dan memuaskan  banyak diskon dan cashback  mantap no asua tenggara
Aplikasi belanja online yg gak ribet  mau apa  ada  tinggal klik  tp sgt berbahaya klo jemari terlalu gercep  ,aplikasi belanja online yg gak ribet  mau apa  ada  tinggal klik  tp sgt berbahaya klo jemari terlalu gercep  
Shopee sangat membantu buat belanja Mohon di perbaiki supaya loadingnya lancar krna kendala shopee dari dulu cuma loadingnya lemot,shopee sangat membantu buat belanja mohon di perbaiki supaya loadingnya lancar krna kendala shopee dari dulu cuma loadingnya lemot
Naikin atuh limit paylater sama SPinjam saya  sakitu udah rajin belanja juga  sama rajin beribadah saya teh  Amiin,naikin atuh limit paylater sama spinjam saya  sakitu udah rajin belanja juga  sama rajin beribadah saya teh  amiin
Baru pertama kali belanja di shopee awal nya si aga ragu ragu tapi nyoba untuk pesen ehternyata barang nya sangat memuaskan  makasih shopee,baru pertama kali belanja di shopee awal nya si aga ragu ragu tapi nyoba untuk pesen ehternyata barang nya sangat memuaskan  makasih shopee
Selama belanja di shopee selalu merasa puas  pelayanannya oke  dapat dipercaya Semoga makin jaya,selama belanja di shopee selalu merasa puas  pelayanannya oke  dapat dipercaya semoga makin jaya
belanja di shopee ga pernah dapet barang zonk jadi saya gunakan sehari hari untuk belanja karena aplksi ini sangat terpercaya,belanja di shopee ga pernah dapet barang zonk jadi saya gunakan sehari hari untuk belanja karena aplksi ini sangat terpercaya
Shoppe luar biasa  apalagi setelah saya di ACC shopee paylater  makin sering belanja dan pastinya bayar tagihan tepat waktu dong,shoppe luar biasa  apalagi setelah saya di acc shopee paylater  makin sering belanja dan pastinya bayar tagihan tepat waktu dong
Tempat belanja online yg nyaman dan friendly  setelah nyoba banyak olshop  baru di shopee betah lama lama,tempat belanja online yg nyaman dan friendly  setelah nyoba banyak olshop  baru di shopee betah lama lama
Barang nya murah  tapi bukan murahan  kualitas barang juga bagus  cepat sampai pokoknya syuka banget,barang nya murah  tapi bukan murahan  kualitas barang juga bagus  cepat sampai pokoknya syuka banget
