ulasan,cleansing
"Tolong dong buat pihak Shopee, saya barusan buat akun baru untuk istri saya kenapa untuk buat alamat harus menggunakan lokasi GPS, dimanapun saya membuat alamat selalu saja alamat nya tidak bisa di rubah, harus sesuai alamat tinggal, saya tinggal di kabupaten yang notabede untuk kurir sangat jauh, untuk kurir terdekat berada di beda kabupaten, jadi saya ingin mengambil nya di kurir terdekat yang beda kabupaten. Saya mohon untuk alamat nya bisa di isi manual tanpa harus menggunakan GPS.",Tolong dong buat pihak Shopee  saya barusan buat akun baru untuk istri saya kenapa untuk buat alamat harus menggunakan lokasi GPS  dimanapun saya membuat alamat selalu saja alamat nya tidak bisa di rubah  harus sesuai alamat tinggal  saya tinggal di kabupaten yang notabede untuk kurir sangat jauh  untuk kurir terdekat berada di beda kabupaten  jadi saya ingin mengambil nya di kurir terdekat yang beda kabupaten  Saya mohon untuk alamat nya bisa di isi manual tanpa harus menggunakan GPS
"Verifikasi gabisa pakai Foto dari galeri, Mau pake kamera lagi rusak, gagal terus jadinya",Verifikasi gabisa pakai Foto dari galeri  Mau pake kamera lagi rusak  gagal terus jadinya
"Secara umum shopee ok.. Yg perlu di perketat lg, utk aturan penjual lapak yg nilainya kecil, tp menyepelekan kita yg ngorder",Secara umum shopee ok Yg perlu di perketat lg  utk aturan penjual lapak yg nilainya kecil  tp menyepelekan kita yg ngorder
"Bagus , tapi untuk pihak shopee tolong lh ongkir kelimantan jangan mahal walau ada potongan ongkir kekalimantan masa 40 yg ada kami selalu beli ongkir karena ongkir lebih mahal dibandingkan barang kesian in saya lah ank sekolah mana pake ada covid lagi uang pun kritis keranjang pun menumpuk",Bagus tapi untuk pihak shopee tolong lh ongkir kelimantan jangan mahal walau ada potongan ongkir kekalimantan masa yg ada kami selalu beli ongkir karena ongkir lebih mahal dibandingkan barang kesian in saya lah ank sekolah mana pake ada covid lagi uang pun kritis keranjang pun menumpuk
"Saya sering belanja dishoppe tapi entah kenapa akun saya dibatasi susah untuk check out,, mohon akun nya aktifkan kembali atas akun geasyifa",Saya sering belanja dishoppe tapi entah kenapa akun saya dibatasi susah untuk check out mohon akun nya aktifkan kembali atas akun geasyifa
"Saya kasih bintang 4 dulu , soal nya baru makek apk ini dan baru membuat beberapa pesanan . Selama seminggu ini lumayan , tapi masih ada seller yg lama dalam soal pengemasan barang yg kita beli . Jadi lama dalam hal pengiriman .",Saya kasih bintang dulu soal nya baru makek apk ini dan baru membuat beberapa pesanan Selama seminggu ini lumayan tapi masih ada seller yg lama dalam soal pengemasan barang yg kita beli Jadi lama dalam hal pengiriman
Flash sale nya mengecewakan... tertulis 1000 pas di klik harga aslinya keluar... diulang lagi pas diklik sudah habis padahal baru 30 detik,Flash sale nya mengecewakan tertulis pas di klik harga aslinya keluar diulang lagi pas diklik sudah habis padahal baru detik
"Berbelanja di shopee, pengiriannya cepat, kualitas barang yang dijual sesuai harga, respon penjual ramah.",Berbelanja di shopee  pengiriannya cepat  kualitas barang yang dijual sesuai harga  respon penjual ramah
"ko saya ga bisa cakeout ya katanya akun nya di batasi karna mempunyai tagihan, padahal saya cek shopepay litter nya ga ada tagihan gimanasi?",ko saya ga bisa cakeout ya katanya akun nya di batasi karna mempunyai tagihan  padahal saya cek shopepay litter nya ga ada tagihan gimanasi
"Lumayan sih tapi untuk dapat koin sangat terbatas, makin hari makin enak nih belanja di shoppe, lebih mudah dan lebih murah",Lumayan sih tapi untuk dapat koin sangat terbatas  makin hari makin enak nih belanja di shoppe  lebih mudah dan lebih murah
Terkadang suka kecewa sm online yg jual barang PO .beli tgl 12 febuari 2021 smp hr ini gk dtng jd sy cancel krn kesel janji terus tokonya.,Terkadang suka kecewa sm online yg jual barang PO  beli tgl febuari smp hr ini gk dtng jd sy cancel krn kesel janji terus tokonya
Makin lama makin banyak aturan kenapa ya min Masa pakai limit belanja mingguan Itu namanya menghambat pembeli untuk belanja di shopee Seharusnga senang dong banyak yang belanja tapi kenapa pakai limit mingguan,Makin lama makin banyak aturan kenapa ya min Masa pakai limit belanja mingguan Itu namanya menghambat pembeli untuk belanja di shopee Seharusnga senang dong banyak yang belanja tapi kenapa pakai limit mingguan
"Agak kesel ama shopee sekarang, jaringanku lancar jaya, pas buka shopee mau CO eh tiba-tiba kesalahan jaringan, Heran.",Agak kesel ama shopee sekarang  jaringanku lancar jaya  pas buka shopee mau CO eh tiba tiba kesalahan jaringan  Heran
Saya kehilangan hp . Akun saya tidak bisa di buka.. TDK bisa masuk dgn nomer telpon lain bagaimana ... Min 😭,Saya kehilangan hp Akun saya tidak bisa di buka TDK bisa masuk dgn nomer telpon lain bagaimana Min 
"Halo Saya mau tanya, saya seller dan hari ini kenapa pilahan pengiriman via jne jtr tidak ada di shopee??",Halo Saya mau tanya  saya seller dan hari ini kenapa pilahan pengiriman via jne jtr tidak ada di shopee
"Sebenarnya syuka banget sama Mbak Shopee. Buat belanja menyenangkan, buat jualan juga oke. Cuma sayangnya, kenapa saldo penjual aq sering dipotong untuk nombok ongkir 😣 Harusnya yang nanggung ongkir kan buyer, bukan seller. Tolong dibenahi ya Mbak Shopee cantik ⚘⚘⚘",Sebenarnya syuka banget sama Mbak Shopee  Buat belanja menyenangkan  buat jualan juga oke  Cuma sayangnya  kenapa saldo penjual aq sering dipotong untuk nombok ongkir  Harusnya yang nanggung ongkir kan buyer  bukan seller  Tolong dibenahi ya Mbak Shopee cantik 
Bagus dari pengiriman dll hanya saja tidak semua gratis ongkir kadang ada yg mahal banget..minta di tingkatkan untuk gratis ongkirnya,Bagus dari pengiriman dll hanya saja tidak semua gratis ongkir kadang ada yg mahal banget  minta di tingkatkan untuk gratis ongkirnya
"Sangat membantu, cuma kadang kualitas barang ada yang berbeda dari postingan, tapi lumayan lah",Sangat membantu  cuma kadang kualitas barang ada yang berbeda dari postingan  tapi lumayan lah
saya bingung kalo belanja di shoppe.dah biasa belanja di aplikasi sebelah jadi klo mau belanja di shoppe suka binggung sendiri ibarat kata ribet klo belanja di sini.enakan di toko sebelah lebih simpel heheh,saya bingung kalo belanja di shoppe dah biasa belanja di aplikasi sebelah jadi klo mau belanja di shoppe suka binggung sendiri ibarat kata ribet klo belanja di sini enakan di toko sebelah lebih simpel heheh
min kan toko saya udh terdaftar freeong kan ya tapi knpa ga bisa di pake ya tulisan nya voucer tidak berlaku di toko ini knpa ya min?,min kan toko saya udh terdaftar freeong kan ya tapi knpa ga bisa di pake ya tulisan nya voucer tidak berlaku di toko ini knpa ya min
Bagus. Cuman kadang tiba2 lemot gak tau kenapa. Mungkin karena yg akses bnyk kali ya. So far so good. 😍,Bagus  Cuman kadang tiba  lemot gak tau kenapa  Mungkin karena yg akses bnyk kali ya  So far so good  
aplikasi yang sangat memudahkan jika ingin membeli sesuatu pengiriman juga cepat tergantung jarak nya kurir kurir nya juga baik semua,aplikasi yang sangat memudahkan jika ingin membeli sesuatu pengiriman juga cepat tergantung jarak nya kurir kurir nya juga baik semua
"Aplikasinya agak berat suka ngeblank gitu, padahal signal bagus dan buka aplikasi sejenis baik - baik aja. Terima kasih",Aplikasinya agak berat suka ngeblank gitu  padahal signal bagus dan buka aplikasi sejenis baik baik aja  Terima kasih
Maaf kk saya agak kecewa saya dah masukin nomor saya buat ngisi shopee pay tapi nomor nya gak bisa masuk bantuin saya kk jgn bikin kewa terima kasih,Maaf kk saya agak kecewa saya dah masukin nomor saya buat ngisi shopee pay tapi nomor nya gak bisa masuk bantuin saya kk jgn bikin kewa terima kasih
"Maaf boz, kok akhir"" ini apk shopee sering ngelag terus y. Hp ram 4 rom 64 buat main gmae online moba & batle royale lancar jaya ini kok buat buka shoppe cari"" barang lama amat gk jalan"" terkadang macet",Maaf boz  kok akhir  ini apk shopee sering ngelag terus Hp ram rom buat main gmae online moba & batle royale lancar jaya ini kok buat buka shoppe cari  barang lama amat gk jalan  terkadang macet
"Kepada shopee, knp y akun saya d blokir, dan saldo shopee pay saya tdk bisa d gunakan, apa kah pencurian/ apa y? Mohon kasih penjelasan 🙏",Kepada shopee  knp akun saya blokir  dan saldo shopee pay saya tdk bisa gunakan  apa kah pencurian  apa Mohon kasih penjelasan 
keren banget tapi sayang nya voucher gratis ongkir gak bisa di gunain tapi tolong pihak shoope benar kan sistem voucher Nya sekian dari saya,keren banget tapi sayang nya voucher gratis ongkir gak bisa di gunain tapi tolong pihak shoope benar kan sistem voucher Nya sekian dari saya
"Saya Punya banyak voucher gratis ongkir, tpgabisa di pake. Knpa tuh peemin? Bnrbnr smua toko mau mall star dll ga bisa 🙂",Saya Punya banyak voucher gratis ongkir  tpgabisa di pake  Knpa tuh peemin  Bnrbnr smua toko mau mall star dll ga bisa 
Mau ty kenapa sekarang aplikasinya minta update terus ya... kan kesel ya masa mau login aja mesti update lagi...update lagi 😣,Mau ty kenapa sekarang aplikasinya minta update terus ya kan kesel ya masa mau login aja mesti update lagi update lagi 
"Bagaimana cara bayar nya menggunakan spaylatter, apakah langsung di debet di shopee pay kita, atau kita transfer sendiri",Bagaimana cara bayar nya menggunakan spaylatter  apakah langsung di debet di shopee pay kita  atau kita transfer sendiri
Min saya mau nanya saya login dengan no hp dan email saya mau jadikan satu akun saja login dengan no hp dan emailnya diferifikasi di login dengan no hp. Apakah akun saya login dengan email harus di hapus?,Min saya mau nanya saya login dengan no hp dan email saya mau jadikan satu akun saja login dengan no hp dan emailnya diferifikasi di login dengan no hp  Apakah akun saya login dengan email harus di hapus
"Bagus, cuman masalah ongkir aja sih kemahalan daripada platform belanja online lainnya, perbaiki ya min)",Bagus  cuman masalah ongkir aja sih kemahalan daripada platform belanja online lainnya  perbaiki ya min
Kembalikan ke shoppe yang dulu lagi dan bisa memilih expedisi yang di inginkan gratis ongkir pun jadi tidak bisa terpakai.,Kembalikan ke shoppe yang dulu lagi dan bisa memilih expedisi yang di inginkan gratis ongkir pun jadi tidak bisa terpakai
Mohon perbaiki aplikasi masih terlalu berat dan terkadang suka Heng jika dibanding dg olshop lain terasa ringan saya sangat senang berbelanja sisini,Mohon perbaiki aplikasi masih terlalu berat dan terkadang suka Heng jika dibanding dg olshop lain terasa ringan saya sangat senang berbelanja sisini
Yang pemilik shopee ini tolong turunin tapi harga topi Boboiboy nya Aku sangat ingin sekali memakai topi itu nanti aku bintang 5 bintang 4 dulu nih,Yang pemilik shopee ini tolong turunin tapi harga topi Boboiboy nya Aku sangat ingin sekali memakai topi itu nanti aku bintang bintang dulu nih
"Ga bisa pilih ekspedisi lagi,.. Jadi kurang nyaman... Bintangx berkurang dooonkkk",Ga bisa pilih ekspedisi lagi Jadi kurang nyaman Bintangx berkurang donk
"Shopee kenapa sekarang jadi lemott ginii? Padahal udah di update, tapi ttp lemott banget, tolong developer segera diperbaiki yaa",Shopee kenapa sekarang jadi lemott ginii  Padahal udah di update  tapi ttp lemott banget  tolong developer segera diperbaiki yaa
"Dulu nya suka sekali dengan shopee tpi sekarang shopee membuat saya kecewa, sekarang apk nya lemot banget, bahkan tidak bisa masuk ke apk, dan lebih parah nya lagi selalu minta login padahal enggak di logout.. Saya hatap perbaikan nya TERIMA KASIH!!",Dulu nya suka sekali dengan shopee tpi sekarang shopee membuat saya kecewa  sekarang apk nya lemot banget  bahkan tidak bisa masuk ke apk  dan lebih parah nya lagi selalu minta login padahal enggak di logout Saya hatap perbaikan nya TERIMA KASIH
Kenapa shopee semakin berat yaa kalo dibuka lama bukanya.. Mau isi saldo ke shopee pay GK bisa knapa yaa..??,Kenapa shopee semakin berat yaa kalo dibuka lama bukanya Mau isi saldo ke shopee pay GK bisa knapa yaa
"Holla saya mau nanya, ini kenapa daerah tokonya sekarang gak nongol ya? Saya jadi susah nyari toko terdekat, kalau saya filter only jabodetabek dia gasemua toko nongol kadang ada aja toko yg ulasan udah bagus, barang bagus tapi gada ketika di filter. Coba tolong di perbaiki lagi sistemnya, pffttt ternyata adminnya gangerti sama apa yang saya tanya",Holla saya mau nanya  ini kenapa daerah tokonya sekarang gak nongol ya  Saya jadi susah nyari toko terdekat  kalau saya filter only jabodetabek dia gasemua toko nongol kadang ada aja toko yg ulasan udah bagus  barang bagus tapi gada ketika di filter  Coba tolong di perbaiki lagi sistemnya  pfft ternyata adminnya gangerti sama apa yang saya tanya
"Baguss sih , tapi bingung ini kenapa shoope pay gak bisa di pake , udah verifikasi juga tapi masuknya ke akun mana coba astaga Waktu itu gara2 beli kuota kok di kembalikan dan masuknya ke shoope pay , sekarang gak bisa di pake tuh nyangkut uangnyaa",Baguss sih tapi bingung ini kenapa shoope pay gak bisa di pake udah verifikasi juga tapi masuknya ke akun mana coba astaga Waktu itu gara  beli kuota kok di kembalikan dan masuknya ke shoope pay sekarang gak bisa di pake tuh nyangkut uangnyaa
"Bagus tapi kenapa saya gak bisa checkout produk jadi tolong di perbaiki, kalau sudah diperbaiki saya kasih bintang 5",Bagus tapi kenapa saya gak bisa checkout produk jadi tolong di perbaiki  kalau sudah diperbaiki saya kasih bintang
"4 dulu deh,, sbnarnya udah baguss tpii gaa tau kenapa aplikasinya makin kesini makin lemott padahal sering di perbarui. Semakin di perbaiki performanya sophee..",dulu deh sbnarnya udah baguss tpii gaa tau kenapa aplikasinya makin kesini makin lemott padahal sering di perbarui  Semakin di perbaiki performanya sophee
Waduuh ini kenapa ya kok daerah tempat jualannya ngga keluar di bawah produk kaya biasanya? Mohon bantuannya...,Waduuh ini kenapa ya kok daerah tempat jualannya ngga keluar di bawah produk kaya biasanya  Mohon bantuannya
kenapa sekarang gak bisa pilih ekspedisi ya? seperti J&T hanya ada pengiriman reguler dan gak bisa pilih ekspedisi,kenapa sekarang gak bisa pilih ekspedisi ya  seperti  &  hanya ada pengiriman reguler dan gak bisa pilih ekspedisi
Agak kecewa biasanya penarikan dari shoppepaay ke rekening sangat cepat ngk sampai 5 menit & Td sekitar 30 menit narik dana malah belum masuk2 Tolong ya sistemnya tingkat kan lagi Karna sy syukak pakai shoppe,Agak kecewa biasanya penarikan dari shoppepaay ke rekening sangat cepat ngk sampai menit & Td sekitar menit narik dana malah belum masuk  Tolong ya sistemnya tingkat kan lagi Karna sy syukak pakai shoppe
"Turun 1 bintang. Saya log in pke no baru, biasnya dapet hadiah gratis dari shopee bisa di cekout ko ini gak bisa. Tulisnya ""cekout gagal, produk tidak bisa di beli. Coba produk lain"" pas nyoba produk lain tetep gak bisa.",Turun bintang  Saya log in pke no baru  biasnya dapet hadiah gratis dari shopee bisa di cekout ko ini gak bisa  Tulisnya  cekout gagal  produk tidak bisa di beli  Coba produk lain  pas nyoba produk lain tetep gak bisa
Mau tanya admin saya kok belum menerima kode konfirmasi dari voucher game padahal saya melakukan top up diamond....,Mau tanya admin saya kok belum menerima kode konfirmasi dari voucher game padahal saya melakukan top up diamond
"sangat membantu ,,hanya saja poin yang sudah dikumpulkan bisa kadaluarsa padahal ngumpulin lama dan susah harusnya biarkan tetap terkumpul terus agar konsumen lebih bersemangat untuk belanja karena semakin sering belanja dan semakin banyak koin yang akan terkumpul",sangat membantu hanya saja poin yang sudah dikumpulkan bisa kadaluarsa padahal ngumpulin lama dan susah harusnya biarkan tetap terkumpul terus agar konsumen lebih bersemangat untuk belanja karena semakin sering belanja dan semakin banyak koin yang akan terkumpul
Masih seperti dulu belanja selalu lancar tapi sayangnya voucher untuk cod kadang gak ada😭 susah banget buat tau kapan voucher cod ada,Masih seperti dulu belanja selalu lancar tapi sayangnya voucher untuk cod kadang gak ada susah banget buat tau kapan voucher cod ada
Bagus..simple.. tapi kalau pas LG ada acara seperti jambore aplikasi suka lambat.. berat..loading,Bagus  simple tapi kalau pas LG ada acara seperti jambore aplikasi suka lambat berat  loading
setiap mau topup/bayar shopeepay selalu stuck. udh bilang ke admin ig malah disuruh topup/bayar di alfa/indomart.,setiap mau topup bayar shopeepay selalu stuck  udh bilang ke admin ig malah disuruh topup bayar di alfa indomart
"Shopee food nya ilang2an mulu udh 2x uninstal terus pasang lg. Ilang lg, unistal lg , pasang app lg. Ehh skr ilang lg. Sudah lahh",Shopee food nya ilang an mulu udh uninstal terus pasang lg  Ilang lg  unistal lg pasang app lg  Ehh skr ilang lg  Sudah lahh
Kak...shopee ku suka ngelag...udah clear cache sama udah logout and login lagi ttp gabisa...gimana dong :( udah di update juga loh....cache hp juga udah di clear....gimana ini kak? Tolong penjelasannya...Makasih :),Kak shopee ku suka ngelag udah clear cache sama udah logout and login lagi ttp gabisa gimana dong udah di update juga loh cache hp juga udah di clear gimana ini kak  Tolong penjelasannya Makasih
"Buat belanja online cukup puas , namun untuk aplikasi kenapa kdang sering lemot padahal sinyal juga bagus 4g+ .",Buat belanja online cukup puas namun untuk aplikasi kenapa kdang sering lemot padahal sinyal juga bagus
Sepanjang beli produk di shopee tidak mengecewakan... yg bikin kecewa game candy nya knp nyawa tidak max 30 menit ada biar shopee di tengok terus,Sepanjang beli produk di shopee tidak mengecewakan yg bikin kecewa game candy nya knp nyawa tidak max menit ada biar shopee di tengok terus
Halo gays kalian wajib download apk ini. kerana apk ini bagus buat yg suka belanja belanja disini aja jangan dilain dan maaf saya kasih bintang 4 kerena iklan nya stray kids kalau BTS nanti jadi 5 bintang maaf yah ka aku gak bisa kasih 5 bintang kerena iklan nya bukan bts ka aku mohon iklannya BTS nanti ku kasih bintang 5 andaik bisa bintang 100000000000000000000000000000000000000000 kalau iklannya BTS makasih,Halo gays kalian wajib download apk ini  kerana apk ini bagus buat yg suka belanja belanja disini aja jangan dilain dan maaf saya kasih bintang kerena iklan nya stray kids kalau BTS nanti jadi bintang maaf yah ka aku gak bisa kasih bintang kerena iklan nya bukan bts ka aku mohon iklannya BTS nanti ku kasih bintang andaik bisa bintang kalau iklannya BTS makasih
Detail eventnya masih terlalu rame tampilannya...agak pusing kliknya..apalagi pemakai baru..so far good apk ..dpt hrga2 murah dsini..,Detail eventnya masih terlalu rame tampilannya agak pusing kliknya  apalagi pemakai baru  so far good apk dpt hrga  murah dsini
"Aplikasinya bagus sih tp kenapa ya waktu aku search OPPO REALME ONE malah yang muncul softcase,hardcase,tampered glass dll yg gk masuk kategori hp OPPO REALME ONE ini",Aplikasinya bagus sih tp kenapa ya waktu aku search OPPO REALME ONE malah yang muncul softcase hardcase tampered glass dll yg gk masuk kategori hp OPPO REALME ONE ini
"Apk nya lambat di buka, makanya saya kasi bintang 4 dulu, kalau bagus baru saya tambahkan 1 bintang lagi",Apk nya lambat di buka  makanya saya kasi bintang dulu  kalau bagus baru saya tambahkan bintang lagi
Jarang banget dapat voucher gratis ongkir...mau belanja jd males krn mahalan ongkir nyaaa mehonggg.....tp prnh belanja .... pengiriman nya cepat....,Jarang banget dapat voucher gratis ongkir mau belanja jd males krn mahalan ongkir nya mehong tp prnh belanja pengiriman nya cepat
Semoga semakin sukses shopee dan semakin banyak promo menarik dan gratis ongkirnya.. event berhadiahnya ditunggu ya shopee..,Semoga semakin sukses shopee dan semakin banyak promo menarik dan gratis ongkirnya event berhadiahnya ditunggu ya shopee
Kualitas nya baik dan cepat anter pengiriman barang nya terima kasih seller semoga berkah bermanfaat dan selalu amannah terpercaya,Kualitas nya baik dan cepat anter pengiriman barang nya terima kasih seller semoga berkah bermanfaat dan selalu amannah terpercaya
"Kak, emailnya gabisa diganti ya? Saya mau ganti email, email saya yang lama udah gak aktif",Kak  emailnya gabisa diganti ya  Saya mau ganti email  email saya yang lama udah gak aktif
Bagus semua keren grafiknya. Saran saya kurir kurirnya disertai nomer hp di belanjaan supaya bisa tanya ke kurir masih dimana,Bagus semua keren grafiknya  Saran saya kurir kurirnya disertai nomer hp di belanjaan supaya bisa tanya ke kurir masih dimana
"Sejauh make shoppee si baik, klo bisa perbanyak voucher free ongkir ya kak, aku ga pernah dpt free ongkir nih😭",Sejauh make shoppee si baik  klo bisa perbanyak voucher free ongkir ya kak  aku ga pernah dpt free ongkir nih
"Kenapa lagi shopee...tiap lagi mau lihat gambar u lihat detail harga..shopee selalu "" kembali ke halaman utama"" alasan shopee lagi pembaharuan...kenapa lagi ni mimin...tolong lah ya...kurang nyaman seperti ini di perbaiki.. Saiya pelanggan shopee lo.",Kenapa lagi shopee tiap lagi mau lihat gambar lihat detail harga  shopee selalu kembali ke halaman utama  alasan shopee lagi pembaharuan kenapa lagi ni mimin tolong lah ya kurang nyaman seperti ini di perbaiki Saiya pelanggan shopee lo
"Suka sekali sama shoppe,,, tapi kenapa ya kalo lama ga di buka koin saya hilang sendiri,,,",Suka sekali sama shoppe tapi kenapa ya kalo lama ga di buka koin saya hilang sendiri
"Kasih bintang 4 dulu aja, mohon agar shopee lebih mengutamakan kenyamanan pengiriman untuk para customer.",Kasih bintang dulu aja  mohon agar shopee lebih mengutamakan kenyamanan pengiriman untuk para customer
"Sangat membantu bgt dgn adanya spinjam dan paylater, tp SERING BGT lemott, tiba2 macet. Kenapa si?",Sangat membantu bgt dgn adanya spinjam dan paylater  tp SERING BGT lemott  tiba  macet  Kenapa si
"shopee ko habis update malah makin aneh!! habis liat barang abis itu kembali mau liat barang lain, malah langsung k beranda sih, gmn dong ini kesel bgt gue jadinya!!! tolong perbaiki!",shopee ko habis update malah makin aneh habis liat barang abis itu kembali mau liat barang lain  malah langsung beranda sih  gmn dong ini kesel bgt gue jadinya tolong perbaiki
"kenapa sekarang shopee lelet banget lama banget gambarnya muncul, lelet banget intinya tolong diperbaiki ya biar ulasannya semakin baik",kenapa sekarang shopee lelet banget lama banget gambarnya muncul  lelet banget intinya tolong diperbaiki ya biar ulasannya semakin baik
Ada gratis ongkir dan bica cod. Sy berharap gratis ongkir utk cod diperbanyak karena pengiriman luar jawa hanya 3 x se bln,Ada gratis ongkir dan bica cod  Sy berharap gratis ongkir utk cod diperbanyak karena pengiriman luar jawa hanya se bln
"Udh Mayan, terimakasih shope udh bantu aku dalam jualan. Namun potongan ongkir buat daerah Sumatra Utara masih tergolong mahal. Mohon lebih minimal kan min ongkir nya. Kayak tahun 2017 dan 18 min. Waktu itu potongan gratis ongkirnya 50k. Jdi bisa pesanan sepuasnya",Udh Mayan  terimakasih shope udh bantu aku dalam jualan  Namun potongan ongkir buat daerah Sumatra Utara masih tergolong mahal  Mohon lebih minimal kan min ongkir nya  Kayak tahun dan min  Waktu itu potongan gratis ongkirnya Jdi bisa pesanan sepuasnya
Saya sudah transfer pembayaran lewat aplikasi Link Aja via Bank BNI (di cek manual). Tapi Tidak bisa upload bukti transfer pembayarannya. Dan status barang masih belum bayar. Live chat shopee pun tidak bisa karena ada pemeliharaan sistem.,Saya sudah transfer pembayaran lewat aplikasi Link Aja via Bank BNI  di cek manual Tapi Tidak bisa upload bukti transfer pembayarannya  Dan status barang masih belum bayar  Live chat shopee pun tidak bisa karena ada pemeliharaan sistem
"Mau kirim barang ke mojokerto,tapi pas bikin alamat,tidak ada kecamatan magersarinya,tolong di perbaiki",Mau kirim barang ke mojokerto tapi pas bikin alamat tidak ada kecamatan magersarinya tolong di perbaiki
Saya kan sudah dowload apk ini. Knp setiap saya mau nonton pasti ada iklan ini dan tidak bisa di skip?,Saya kan sudah dowload apk ini  Knp setiap saya mau nonton pasti ada iklan ini dan tidak bisa di skip
"Hallo mimin, kenapa di aplikasi Shopee ku tdk ada menu pilihan Shopee Paylatter ya? Padahal aku mau ngaktifin, adanya hanya Shopee pay saja, bagaimana mana apa krna aku baru member silver? Ngaruh gak sih tolong bantu jawab yaaaaaa makasihhh",Hallo mimin  kenapa di aplikasi Shopee ku tdk ada menu pilihan Shopee Paylatter ya  Padahal aku mau ngaktifin  adanya hanya Shopee pay saja  bagaimana mana apa krna aku baru member silver  Ngaruh gak sih tolong bantu jawab ya makasih
Produk shopee lengkap dan bagus. Semoga shopee slalu memberikan yang terbaik Aamiin sukses untuk shopee.,Produk shopee lengkap dan bagus  Semoga shopee slalu memberikan yang terbaik Aamiin sukses untuk shopee
Kenapa ikon shopee tidak muncul ya? (Gambar keranjang nya dll) jadi susah klo mau mencet,Kenapa ikon shopee tidak muncul ya Gambar keranjang nya dll  jadi susah klo mau mencet
Maaf saya memberi bintang 4. Karena saya agak kecewa dengan pengiriman shopee express kurirnya agak teledor tadi barusan paket saya hilang dalam perjalanan menuju rumah saya😭😭. Padahal saya mau dipake sekarang😔😔. Tapi saya tetap suka fitur di shopee karena performanya bagus dan harga barang nya murah murah😄😄,Maaf saya memberi bintang Karena saya agak kecewa dengan pengiriman shopee express kurirnya agak teledor tadi barusan paket saya hilang dalam perjalanan menuju rumah saya  Padahal saya mau dipake sekarang  Tapi saya tetap suka fitur di shopee karena performanya bagus dan harga barang nya murah murah
"Bagus kok, cuma kendalanya sering lag padahal koneksi stabil :) perbaiki lagi ya apl nya..",Bagus kok  cuma kendalanya sering lag padahal koneksi stabil perbaiki lagi ya apl nya
"Bagus sih, tapi benerin donk singkron antara mapnya, jadi susah nih buat alamat tujuan...",Bagus sih  tapi benerin donk singkron antara mapnya  jadi susah nih buat alamat tujuan
"Shopee sangat membantu untuk memenuhi kebutuhan,terimakasih shopee,aplikasi play store ya juga bagus,sangat membatu juga,dalam proses online,terimakasih juga buat aplikasi play storenya",Shopee sangat membantu untuk memenuhi kebutuhan terimakasih shopee aplikasi play store ya juga bagus sangat membatu juga dalam proses online terimakasih juga buat aplikasi play storenya
"ONGKIRNYA MURAHINN, BANYAKIN TOKO+VOUCHER GRATIS ONGKIR!! YUK BISA YUK SHOPEE🥰 ntar balik lagi pas udah kesampaian yaa, thnk u!",ONGKIRNYA MURAHINN  BANYAKIN TOKO VOUCHER GRATIS ONGKIR YUK BISA YUK SHOPEE ntar balik lagi pas udah kesampaian yaa  thnk
"Berharap shophe makin perbanyak atau permudah voucher , ga tau knpa sya kurg paham penggunaan voucher nya.. pdahal sya sllu ingin menggunakan tpi sllu TDK bisa..",Berharap shophe makin perbanyak atau permudah voucher ga tau knpa sya kurg paham penggunaan voucher nya pdahal sya sllu ingin menggunakan tpi sllu TDK bisa
4 bintang udah cukup katanya pengguna baru COD nya gratis ini kok malah berbayar ya???,bintang udah cukup katanya pengguna baru COD nya gratis ini kok malah berbayar ya
Aplikasi ini baguss sangat membantuu untuk kita yg sibuk ga ada waktu keluarr buat belanja keperluan apalagi dalam masa pandemi sekarang😍,Aplikasi ini baguss sangat membantuu untuk kita yg sibuk ga ada waktu keluarr buat belanja keperluan apalagi dalam masa pandemi sekarang
Makin kesini aplikaai shopee maik berat akses kejaringan... Atau servernya kurang besar dibanding pengguna.. Mau belanja sering kecewa.... Katena lama loading... Ujung ujungnya males mau,Makin kesini aplikaai shopee maik berat akses kejaringan Atau servernya kurang besar dibanding pengguna Mau belanja sering kecewa Katena lama loading Ujung ujungnya males mau
Tingkatkan kualitas shopee yg terbaik kak agar pembeli senang dan puas blanja d sini.semakin hari semakin baik .🙏🏼,Tingkatkan kualitas shopee yg terbaik kak agar pembeli senang dan puas blanja sini semakin hari semakin baik  
Tolong dong untuk pihak shopee buatin sistem khusus untuk para dropeshipper biar enak dan gak ribet sistemnya tolong di permudah,Tolong dong untuk pihak shopee buatin sistem khusus untuk para dropeshipper biar enak dan gak ribet sistemnya tolong di permudah
Sudah dapat shoppe pinjam sudah dapat limit tapi pas masukin no rekening akun dalam peninjauan itu mksudnya gmna ya?,Sudah dapat shoppe pinjam sudah dapat limit tapi pas masukin no rekening akun dalam peninjauan itu mksudnya gmna ya
