ulasan,cleansing
"saya mau bayar shopeepaylater udah beberapa hari ini ga bisa dibuka sama sekali , udah di update sampai 2x masih ga bisa kebuka juga . masuk ke pusat bantuan juga ga bisa masuk . aneh banget baru kali ini shopee bikin ulah biasanya lancar2 aja",saya mau bayar shopeepaylater udah beberapa hari ini ga bisa dibuka sama sekali udah di update sampai masih ga bisa kebuka juga masuk ke pusat bantuan juga ga bisa masuk aneh banget baru kali ini shopee bikin ulah biasanya lancar  aja
"Penilaian saya yang bintang lima saya hapus,saya ganti bintang 1. sampe pihak shopee betul2 memperbaiki nya,shopee ini EROR MULU,Lemot...susah di buka nya padahal sinyal bagus + Kuota banyak,sudah saya up date juga ini aplikasi tp masih aja leoooot👊🏾.hmmm jengkel saya Aplikasi makin kesini bukan nya makin bagus malah makin buruk..",Penilaian saya yang bintang lima saya hapus saya ganti bintang sampe pihak shopee betul  memperbaiki nya shopee ini EROR MULU Lemot susah di buka nya padahal sinyal bagus Kuota banyak sudah saya up date juga ini aplikasi tp masih aja leot hm jengkel saya Aplikasi makin kesini bukan nya makin bagus malah makin buruk
Shopee yang dulu bukan yang sekarang Jelek sekarang beli vocher harus selalu komplen dulu g bisa langsung pakai.,Shopee yang dulu bukan yang sekarang Jelek sekarang beli vocher harus selalu komplen dulu bisa langsung pakai
"Parahhh ni shopee.. Untuk penarikan dana shopeepay proses nya lama, gk kayak sebelum nya👎 saya melakukan penarikan dari kemarin sore sampai sekarang belum masuk ke rekening saya, nyangkut begitu saja😑😏",Parah ni shopee Untuk penarikan dana shopeepay proses nya lama  gk kayak sebelum nya saya melakukan penarikan dari kemarin sore sampai sekarang belum masuk ke rekening saya  nyangkut begitu saja
"Ongkir sangat mahal Bahkan 2X lipat dari harga barang , jadi males mau belanja banyak dah lah uinstal aja nanti saya instal lagi kalau sudah Di turunkan tarif ongkir nya Masa JAKARTA - LAMPUNG mahal bener Sedangkan saya mau ngirim paket ke Mama saya yang di jakarta aja cuma 16.000 Lah itu masa sampe 60.000 an padahal cuma beli barang yang harganya 10.000 sngat tidak sesuai!",Ongkir sangat mahal Bahkan lipat dari harga barang jadi males mau belanja banyak dah lah uinstal aja nanti saya instal lagi kalau sudah Di turunkan tarif ongkir nya Masa JAKARTA LAMPUNG mahal bener Sedangkan saya mau ngirim paket ke Mama saya yang di jakarta aja cuma Lah itu masa sampe an padahal cuma beli barang yang harganya sngat tidak sesuai
"Sumpah, pengirimannya ga aman banget, saya order skinker keterangamnya udh diterima oleh YBS, tp diterimanya sama siapa kali? Barangnya ga nyampe, Kecewa bngt kaliini sm shopee, mana penjualnya gamau pengajuan pengembalian, mohon diperbaiki lg sistemnya, kalo barang emang ga diterima, pengajuan pengembalian jangan tergamtung penjualnya, biar sama2 enak",Sumpah  pengirimannya ga aman banget  saya order skinker keterangamnya udh diterima oleh YBS  tp diterimanya sama siapa kali  Barangnya ga nyampe  Kecewa bngt kaliini sm shopee  mana penjualnya gamau pengajuan pengembalian  mohon diperbaiki lg sistemnya  kalo barang emang ga diterima  pengajuan pengembalian jangan tergamtung penjualnya  biar sama  enak
Shopee Babi....karena tdak bertanggung jawab kepada Keamanan dan kenyamanan pembeli dan hanya mementingkan Seller Saja,Shopee Babi karena tdak bertanggung jawab kepada Keamanan dan kenyamanan pembeli dan hanya mementingkan Seller Saja
"Ehh boss, lu punya aplikasi di perhatiin dong.. masa aplikasi gak bisa di klik. Blm lg tiap UPGRADE, ukuran file slalu nambah",Ehh boss  lu punya aplikasi di perhatiin dong masa aplikasi gak bisa di klik  Blm lg tiap UPGRADE  ukuran file slalu nambah
2 Kali nyobain shopeepay later gagal terus apaan coba padahal data sudah sesuai dengan kartu identitas mana mesti nunggu sebulan gimana ini hadeh,Kali nyobain shopeepay later gagal terus apaan coba padahal data sudah sesuai dengan kartu identitas mana mesti nunggu sebulan gimana ini hadeh
"Jelek bgt skrng sebagai pembeli setia di shopee skrng gk bsa pilih jasa pengiriman , tolong sprti semula yg bisa pilih mau pake j&t atau sicepat..ini jlek bgt skrng..",Jelek bgt skrng sebagai pembeli setia di shopee skrng gk bsa pilih jasa pengiriman tolong sprti semula yg bisa pilih mau pake  &  atau sicepat  ini jlek bgt skrng
Setiap mau jual produk atapun membeli saya di suruh kembali ke halaman utama solusinya apa???,Setiap mau jual produk atapun membeli saya di suruh kembali ke halaman utama solusinya apa
sudah bertahun-tahun pake shopee baru kali ini kecewa karna sudah gak bisa pilih jasa pengiriman sendiri .,sudah bertahun tahun pake shopee baru kali ini kecewa karna sudah gak bisa pilih jasa pengiriman sendiri
Shoppe penipu jika ada yg download buat hadiah gratis boong ego gue chekout GK bisa tuh eror F05 udh berhari hari hubungi pihak shoppe tetep aja respon nya gitu gitu aja liat email kak liat email udh lama banget jawab nya,Shoppe penipu jika ada yg download buat hadiah gratis boong ego gue chekout GK bisa tuh eror udh berhari hari hubungi pihak shoppe tetep aja respon nya gitu gitu aja liat email kak liat email udh lama banget jawab nya
Lau sy liat smua ulasanny emang msih enak an d aku laku walaupun lambat pengirimannya gk ada acara isi saldo segala kyak d shopee malah d isi saldo sy n limit kredit langsung d kasih.. Sy liat d shopee agak ribet n shoopee ny yg mau di modalin addo pusing shopee... Shopee,Lau sy liat smua ulasanny emang msih enak an aku laku walaupun lambat pengirimannya gk ada acara isi saldo segala kyak shopee malah isi saldo sy limit kredit langsung kasih Sy liat shopee agak ribet shoopee ny yg mau di modalin addo pusing shopee Shopee
"MENGAPA SAYA TIDAK BISA LOGIN MENGGUNAKAN NO. HP, SEDANGKAN NO HP ITU SUDAH TERDAFTAR DI APLIKASI SHOPEE.",MENGAPA SAYA TIDAK BISA LOGIN MENGGUNAKAN NO  HP  SEDANGKAN NO HP ITU SUDAH TERDAFTAR DI APLIKASI SHOPEE
Kenapa biaya penanganan semakin mahal? & kenapa expedisi pengiriman juga akan dipilihkan shopee? Kenapa?,Kenapa biaya penanganan semakin mahal  & kenapa expedisi pengiriman juga akan dipilihkan shopee  Kenapa
makasih banyak shopee .sudah mempermudah belanja saya.. tapi dengan terpaksa saya kasih bintang 1 karena saya top up shopee pay gak masuk di suruh nunggu 24 jam masih belum masuk terus suruh nunggu buat di cek .udah di cek disuruh nunggu lagi 3 hari . jadi nyesel top up shopee pay . makasih banget ya udah bikin saya nunggu sampe voucher hangus 🙏,makasih banyak shopee  sudah mempermudah belanja saya tapi dengan terpaksa saya kasih bintang karena saya top up shopee pay gak masuk di suruh nunggu jam masih belum masuk terus suruh nunggu buat di cek  udah di cek disuruh nunggu lagi hari jadi nyesel top up shopee pay makasih banget ya udah bikin saya nunggu sampe voucher hangus 
Kenapa status pengiriman paket saya gak berubah selama 3 hari ya.. Paket belum datang sampai saat ini..,Kenapa status pengiriman paket saya gak berubah selama hari ya Paket belum datang sampai saat ini
"Udah nunggu 1x24 masih aja koin cashback nya blom masuk, di DM ig juga ga di bales apk ga jelas banget ga biasanya kaya gitu",Udah nunggu masih aja koin cashback nya blom masuk  di DM ig juga ga di bales apk ga jelas banget ga biasanya kaya gitu
"Untuk pengisian pulsa yg 15rb sekali seumur hidup y cuma bisanya,, gk bsa d beli lagi setelah beberapa minggu pembelian pertama hadeuu. Terlalu mahal bos untuk biaya penanganannya tolong d.kecilkan lagi jgn mau kaya sendiri pikirkan jga pelanggannya bos",Untuk pengisian pulsa yg  rb sekali seumur hidup cuma bisanya gk bsa beli lagi setelah beberapa minggu pembelian pertama hadeuu  Terlalu mahal bos untuk biaya penanganannya tolong kecilkan lagi jgn mau kaya sendiri pikirkan jga pelanggannya bos
Assalamualaikum mau tanya kak Saya kan mau tarik shoppepay ya kok verifikasi dn verifikasi nya itu berapa lama ya trima kasih 🙏mohon responya,Assalamualaikum mau tanya kak Saya kan mau tarik shoppepay ya kok verifikasi dn verifikasi nya itu berapa lama ya trima kasih mohon responya
Anjirrr aku udah download apak shopee hp ku jadi erorr knp nii jangan download apk ini aku udah uji coba di karnakan ada firus di apk ini anji4r bgt kan mending lazada aman gak kayak ini aku baru download udah eror jp ku pas di apus apk ini jadi lancar bnr firusss anjirrr gk boong akuah bnr,Anjir aku udah download apak shopee hp ku jadi erorr knp nii jangan download apk ini aku udah uji coba di karnakan ada firus di apk ini anji bgt kan mending lazada aman gak kayak ini aku baru download udah eror jp ku pas di apus apk ini jadi lancar bnr firus anjir gk boong akuah bnr
Knpa sih vocer gratis ongkir pengguna baru gk bisa di pkai hadehhhh...... Mengecewakan sekali!!!!,Knpa sih vocer gratis ongkir pengguna baru gk bisa di pkai hadeh Mengecewakan sekali
"Sebel. Enggak bisa-bisa cekout belanjaan, gara-gara di suruh masukin nomor telpon, terus pas udahdi masukin nomor telpon di suruh foto KTP. Maksudnya apa ya? Kan kalo KTP itu data diri, bahaya enggak nih kalau kirim foto KTP. Takutnya nanti di salah gunakan sama orang yang enggak bertanggung jawab.",Sebel  Enggak bisa bisa cekout belanjaan  gara gara di suruh masukin nomor telpon  terus pas udahdi masukin nomor telpon di suruh foto KTP  Maksudnya apa ya  Kan kalo KTP itu data diri  bahaya enggak nih kalau kirim foto KTP  Takutnya nanti di salah gunakan sama orang yang enggak bertanggung jawab
"Saya mau buka olshop, kok waktu edit ongkir sudah masukin berat, ukuran, tp g bisa di simpan",Saya mau buka olshop  kok waktu edit ongkir sudah masukin berat  ukuran  tp bisa di simpan
"Kecewa banget,ada shopee pinjam tapi sama sekali tidak bisa digunakan. Chat shopee selalu dapat jawaban yg sama bahwa apk tidak ada masalah,kalau tdk ada masalah/kendala knpa spinjam saya tdk bisa digunakan ? Sdngkan punya teman saya bisa & baik² aja.",Kecewa banget ada shopee pinjam tapi sama sekali tidak bisa digunakan  Chat shopee selalu dapat jawaban yg sama bahwa apk tidak ada masalah kalau tdk ada masalah kendala knpa spinjam saya tdk bisa digunakan Sdngkan punya teman saya bisa & baik aja
"Dah lah males sama Shopee gratis ongkir kalo cuma belanja 10k doang...! Belanja apa coba kalo 10k doang .mana ongkirnya mahal"". DAH LAH MALES SAMA SHOPEE MENDING LAZADA LAZADA ENAK WALAUPUN HARAGA TINGGI TAPI BRANI NGASIH GRATIS ONGKIR RP0.",Dah lah males sama Shopee gratis ongkir kalo cuma belanja doang Belanja apa coba kalo doang  mana ongkirnya mahal DAH LAH MALES SAMA SHOPEE MENDING LAZADA LAZADA ENAK WALAUPUN HARAGA TINGGI TAPI BRANI NGASIH GRATIS ONGKIR RP
Gua baru aja terima tlpn dari pihak shope. Katanya gua dapat hadiah duit sebesar 2jt rupiah. Klo emng bner dapat. Knapa gak di kasih aja langsung buat belanja gratis. Knpa harus caci maki bgini. Klo ada kntor shope di sini mah udah gua samperin langsung.,Gua baru aja terima tlpn dari pihak shope  Katanya gua dapat hadiah duit sebesar  jt rupiah  Klo emng bner dapat  Knapa gak di kasih aja langsung buat belanja gratis  Knpa harus caci maki bgini  Klo ada kntor shope di sini mah udah gua samperin langsung
Agak kecewa sih soalnya aku dah nuggu Berjam jam buat paket dateng eh malah bilangnya (paket gagal di kirim pelagan tidak di tempat) padahal aku di rumah terus! Kek gitu tuh bikin aku kesel banget!,Agak kecewa sih soalnya aku dah nuggu Berjam jam buat paket dateng eh malah bilangnya  paket gagal di kirim pelagan tidak di tempat  padahal aku di rumah terus  Kek gitu tuh bikin aku kesel banget
"Jualan cuma disini, eh sekarang biaya admin dan biaya gratis ongkir Xtra bakal dinaikin lagi makin gede, dgn iming² penjualan bakal naiki pdhl blm tentu...",Jualan cuma disini  eh sekarang biaya admin dan biaya gratis ongkir Xtra bakal dinaikin lagi makin gede  dgn iming penjualan bakal naiki pdhl blm tentu
Kecewa dan kecewa makin kesini makin anehhhhh makin pelitttt vc gratis ongkir gak bisa di pakai gak bisa pilih jasa kirim sendiri malah ongkir makin gilakkk dah lah aku unistal ajah mau pindah.. Belanja online banyakk bukan shopee ajahh,Kecewa dan kecewa makin kesini makin aneh makin pelit vc gratis ongkir gak bisa di pakai gak bisa pilih jasa kirim sendiri malah ongkir makin gilak dah lah aku unistal ajah mau pindah Belanja online banyakk bukan shopee ajahh
"Saya turunkan rating nya. Kenapa saldo Shopee paylater saya tdak d kembali kan ? Udah lebih 1 bulan, saldo nya masih 0 aja? Iklan nya menipu... Bilang gratis ongkir COD tp malah yg gratis ongkir shopeepay doank😂😂😂 auto unfollow",Saya turunkan rating nya  Kenapa saldo Shopee paylater saya tdak kembali kan Udah lebih bulan  saldo nya masih aja  Iklan nya menipu Bilang gratis ongkir COD tp malah yg gratis ongkir shopeepay doank auto unfollow
Shopee ribet lupa password aja login susah. Masukin nomor hp. Tapi Nomor hp sudah di gunakan. padahal di nomor hp yg sudah di daftarkan emang lupa passwordnya. Ribet bgd asli. Masa harus beli nomor perdana baru buat daftar lagi. Ah mending gak usah dan blanja di aplikasi online lain aja. Hapus akun shopee ribet.,Shopee ribet lupa password aja login susah  Masukin nomor hp  Tapi Nomor hp sudah di gunakan  padahal di nomor hp yg sudah di daftarkan emang lupa passwordnya  Ribet bgd asli  Masa harus beli nomor perdana baru buat daftar lagi  Ah mending gak usah dan blanja di aplikasi online lain aja  Hapus akun shopee ribet
"kecewa bngtt si, baru pertama kali check out vocer gratis ongkir pengguna baru eh muncul kata² vocer sudah di gunakan.",kecewa bngtt si  baru pertama kali check out vocer gratis ongkir pengguna baru eh muncul kata vocer sudah di gunakan
"Aplikasi yang tiap bulan minta perbaharui. Tapi bnyk menu untuk ios (iphone) dihilangkan. Salah satunya shopee tanam n lainnya tdk bisa digunakan dgn alasan tdk bisa di ios. Sdh coba untuk buat pengaduan ke CS maupun lewat email,, ttp tdk ada tindaklanjut untuk memperbaiki spya ios juga bisa sama seperti android yg bisa semua menu icon.",Aplikasi yang tiap bulan minta perbaharui  Tapi bnyk menu untuk ios  iphone  dihilangkan  Salah satunya shopee tanam lainnya tdk bisa digunakan dgn alasan tdk bisa di ios  Sdh coba untuk buat pengaduan ke CS maupun lewat email ttp tdk ada tindaklanjut untuk memperbaiki spya ios juga bisa sama seperti android yg bisa semua menu icon
"Sk sm shopee banyak pilihan jasa kirim, tp sekarang ribet jasa kirim di tentuin sm pihak shopee alhasil kg bs beli apa yg di mau krn sebagian brang tdk bs memilih jasa kirim 🤦‍♀️",Sk sm shopee banyak pilihan jasa kirim  tp sekarang ribet jasa kirim di tentuin sm pihak shopee alhasil kg bs beli apa yg di mau krn sebagian brang tdk bs memilih jasa kirim 
"Kecewa proses lupa sandi aja ribet,,kode OTP gha dikirim2,,sorry aku pindah ke toko sebelah lebih mudah dan amanah",Kecewa proses lupa sandi aja ribet  kode OTP gha dikirim sorry aku pindah ke toko sebelah lebih mudah dan amanah
Ko voucher gratis ongkir ga bisa di gunain di situ tertulis vocer sudah di gunakan???,Ko voucher gratis ongkir ga bisa di gunain di situ tertulis vocer sudah di gunakan
"Makin jelek shopee, masa make voucher gratis ongkir sekarang cuma bisa 2 kali.. buruk banget..",Makin jelek shopee  masa make voucher gratis ongkir sekarang cuma bisa kali buruk banget
"Saya mau belanja pake Voucher gratis ongkir Pengguna Baru , Tapi kenaapa gagal gagal terus padahal saya belum pake itu vocher",Saya mau belanja pake Voucher gratis ongkir Pengguna Baru Tapi kenaapa gagal gagal terus padahal saya belum pake itu vocher
Saya saranin yang di ungah di fb kalo di cari di tampilkAn jangan suruh download lagi udah punya aplikasi nya suruh downlod lagi,Saya saranin yang di ungah di fb kalo di cari di tampilkAn jangan suruh download lagi udah punya aplikasi nya suruh downlod lagi
P E N I P U ....Kalo emang Shopee gak Nipu..Knapa Akun saya di bekukan...Berarti benar emang Shopee yg N I P U...saya ada bukti transfer saldonya. Kan saya hanya minta kembalikan uang saldo saya yg 300000 itu..kenapa harus di bekukan Akun Saya...dasar P E N I P U ... orng susah di bikin tambah Susah... Makanlah tu keringat orang miskin . Tukang gorengan pun mau di makan..... P E N I P U....PENIPU....PENIPU,Kalo emang Shopee gak Nipu  Knapa Akun saya di bekukan Berarti benar emang Shopee yg saya ada bukti transfer saldonya  Kan saya hanya minta kembalikan uang saldo saya yg itu  kenapa harus di bekukan Akun Saya dasar orng susah di bikin tambah Susah Makanlah tu keringat orang miskin Tukang gorengan pun mau di makan PENIPU PENIPU
"Aplikasi masih sangat mentah, masih banyak Bug, Fitur yang tidak bisa diakses, Error, dan lainnya yang membuat pengguna tidak merasa senang setelah/saat menggunakannya. Pelayanan lamban dan buruk, perlu dan harus diperbaiki dan ditingkatkan kembali. di-update pun bukannya tambah baik malah memburuk dan lebih memakan ruang penyimpanan.",Aplikasi masih sangat mentah  masih banyak Bug  Fitur yang tidak bisa diakses  Error  dan lainnya yang membuat pengguna tidak merasa senang setelah saat menggunakannya  Pelayanan lamban dan buruk  perlu dan harus diperbaiki dan ditingkatkan kembali  di update pun bukannya tambah baik malah memburuk dan lebih memakan ruang penyimpanan
