negasi,Formalisasi
"['jujur', 'ak', 'lg', 'kecewa', 'bgt', 'sama', 'shopee', 'utama', 'spinjamnya', 'ak', 'udh', 'beberapa', 'kali', 'aju', 'bayar', 'ga', 'lewat', 'japo', 'lama', 'ini', 'lancar', 'begitu', 'kemarin', 'ak', 'lunas', 'sekali', 'yg', 'bulan', 'ikut', 'malah', 'gagal', 'dengan', 'alas', 'skor', 'kredit', 'ku', 'tidak_penuh', 'syarat', 'padahal', 'dari', 'awal', 'limit', 'tetep', 'segitu', 'ga', 'ubah', 'dan', 'ak', 'tetep', 'sering', 'belanja', 'lama', 'ini', 'ak', 'puas', 'tp', 'ini', 'ak', 'bener', 'kecewa', 'dlunasi', 'semua', 'malah', 'gagal', 'terus']","['jujur', 'saya', 'lagi', 'kecewa', 'banget', 'sama', 'shopee', 'utama', 'spinjamnya', 'saya', 'udh', 'beberapa', 'kali', 'aju', 'bayar', 'ga', 'lewat', 'japo', 'lama', 'ini', 'lancar', 'begitu', 'kemarin', 'saya', 'lunas', 'sekali', 'yang', 'bulan', 'ikut', 'bahkan', 'gagal', 'dengan', 'alas', 'skor', 'kredit', 'ku', 'tidak_penuh', 'syarat', 'padahal', 'dari', 'awal', 'limit', 'tetep', 'segitu', 'ga', 'ubah', 'dan', 'saya', 'tetep', 'sering', 'belanja', 'lama', 'ini', 'saya', 'puas', 'tapi', 'ini', 'saya', 'benar', 'kecewa', 'dlunasi', 'semua', 'bahkan', 'gagal', 'terus']"
"['kecewa', 'parah', 'ama', 'shoppe', 'sy', 'mau', 'ganti', 'nomer', 'aj', 'susah', 'shoppepay', 'sy', 'bs', 'ambil', 'uang', 'gr', 'no', 'dlu', 'udh', 'mati', 'mmf', 'min', 'sy', 'kecewa', 'bgt', 'masa', 'suruh', 'poto', 'sm', 'ktp', 'sdngkn', 'sy', 'ad', 'ktp']","['kecewa', 'parah', 'sama', 'shoppe', 'saya', 'mau', 'ganti', 'nomor', 'saja', 'susah', 'shoppepay', 'saya', 'bisa', 'ambil', 'uang', 'gede rasa', 'no', 'dulu', 'udh', 'mati', 'mmf', 'min', 'saya', 'kecewa', 'banget', 'masa', 'suruh', 'poto', 'sm', 'ktp', 'sdngkn', 'saya', 'ada', 'ktp']"
"['kenapa', 'jadi', 'tidak_bisa', 'pilih', 'nama', 'expedisinya', 'sih', 'makin', 'ga', 'jelas', 'cuma', 'ada', 'pilih', 'nextday', 'sameday', 'reguler', 'kargo', 'tapi', 'tidak_ada', 'pilih', 'nama', 'expedisinya', 'yg', 'mau', 'pilih', 'makin', 'ga', 'jelas']","['kenapa', 'jadi', 'tidak_bisa', 'pilih', 'nama', 'expedisinya', 'sih', 'makin', 'ga', 'jelas', 'cuma', 'ada', 'pilih', 'nextday', 'sameday', 'reguler', 'kargo', 'tapi', 'tidak_ada', 'pilih', 'nama', 'expedisinya', 'yang', 'mau', 'pilih', 'makin', 'ga', 'jelas']"
"['oklah', 'walaupun', 'trus', 'an', 'donwload', 'ulang', 'akhir', 'bisa', 'juga', 'mksih', 'tapi', 'ngga', 'bisa', 'buka', 'hanya', 'layar', 'hitam']","['oklah', 'walaupun', 'terus', 'an', 'donwload', 'ulang', 'akhir', 'bisa', 'juga', 'terima kasih', 'tapi', 'tidak', 'bisa', 'buka', 'hanya', 'layar', 'hitam']"
"['saya', 'sangat', 'kecewa', 'dengan', 'fitur', 'shopeelater', 'saya', 'tidak_pernah', 'ngeh', 'dengan', 'biaya', 'transaksi', 'yg', 'nyata', 'bengkak', 'karena', 'yg', 'tampil', 'di', 'checkout', 'hanya', 'biaya', 'nang', 'dan', 'itu', 'cuma', '', 'nyata', 'pas', 'bayar', 'tagih', 'biaya', 'transaksi', 'lebih', 'besar', 'dari', 'biaya', 'tangan', 'pantesan', 'saja', 'tiap', 'saya', 'hitung', 'keluar', 'buat', 'usaha', 'slalu', 'bengkak', 'nyata', 'bengkak', 'di', 'biaya', 'transaksi', 'shopeelater', 'mohon', 'untuk', 'baik', 'cemas', 'ini', 'karena', 'banyak', 'yg', 'sudah', 'rugi']","['saya', 'sangat', 'kecewa', 'dengan', 'fitur', 'shopeelater', 'saya', 'tidak_pernah', 'sadar', 'dengan', 'biaya', 'transaksi', 'yang', 'nyata', 'bengkak', 'karena', 'yang', 'tampil', 'di', 'checkout', 'hanya', 'biaya', 'nang', 'dan', 'itu', 'cuma', '', 'nyata', 'pas', 'bayar', 'tagih', 'biaya', 'transaksi', 'lebih', 'besar', 'dari', 'biaya', 'tangan', 'pantesan', 'saja', 'tiap', 'saya', 'hitung', 'keluar', 'buat', 'usaha', 'selalu', 'bengkak', 'nyata', 'bengkak', 'di', 'biaya', 'transaksi', 'shopeelater', 'mohon', 'untuk', 'baik', 'cemas', 'ini', 'karena', 'banyak', 'yang', 'sudah', 'rugi']"
"['mulai', 'bngsat', 'ni', 'shopee', 'potong', 'sekarang', '', 'yg', 'star', 'seller', 'di', 'manjain', 'pula', 'ambil', 'untung', 'rb', 'cuma', 'dpt', 'rb', 'kalau', 'harga', 'di', 'samain', 'star', 'seller', 'gk', 'laku', 'pula', 'semenjak', 'ada', 'ini', 'marketplace', 'harga', 'mulai', 'hancur', 'yg', 'jual', 'olshop', 'dulu', 'ambil', 'untung', 'bisa', 'sampe', 'rb', 'sekarang', 'ambil', 'untung', 'rb', 'aja', 'susah']","['mulai', 'bngsat', 'ini', 'shopee', 'potong', 'sekarang', '', 'yang', 'star', 'seller', 'di', 'manjain', 'pula', 'ambil', 'untung', 'ribu', 'cuma', 'dapat', 'ribu', 'kalau', 'harga', 'di', 'samain', 'star', 'seller', 'gk', 'laku', 'pula', 'semenjak', 'ada', 'ini', 'marketplace', 'harga', 'mulai', 'hancur', 'yang', 'jual', 'olshop', 'dulu', 'ambil', 'untung', 'bisa', 'sampai', 'ribu', 'sekarang', 'ambil', 'untung', 'ribu', 'saja', 'susah']"
"['tokopedia', 'tampil', 'harga', 'jujur', 'dan', 'jelas', 'kalau', 'shopee', 'sepatu', 'harga', 'tera', 'ribu', 'ribu', 'yang', 'ribu', 'variasi', 'tali', 'doang', 'iphone', 'ribu', 'juta', 'yang', 'ribu', 'charger', 'doang', 'omong', 'kosong', 'di', 'tokopedia', 'variasi', 'produk', 'jual', 'dengan', 'barang', 'utama', 'gopro', 'ya', 'variasi', 'gopro', 'dengan', 'monopod', 'nggak', 'monopodnya', 'doang', 'nggak', 'printilannya', 'doang', 'kayak', 'variasi', 'shopee', 'lebih', 'mudah', 'cari', 'barang', 'original', 'di', 'tokopedia', 'kata', 'kunci', 'shopee', 'asai', 'barang', 'kw', 'murah', 'dengan', 'bintang', 'nada', 'notifnya']","['tokopedia', 'tampil', 'harga', 'jujur', 'dan', 'jelas', 'kalau', 'shopee', 'sepatu', 'harga', 'tera', 'ribu', 'ribu', 'yang', 'ribu', 'variasi', 'tali', 'doang', 'iphone', 'ribu', 'juta', 'yang', 'ribu', 'charger', 'doang', 'omong', 'kosong', 'di', 'tokopedia', 'variasi', 'produk', 'jual', 'dengan', 'barang', 'utama', 'gopro', 'iya', 'variasi', 'gopro', 'dengan', 'monopod', 'tidak', 'monopodnya', 'doang', 'tidak', 'printilannya', 'doang', 'kayak', 'variasi', 'shopee', 'lebih', 'mudah', 'cari', 'barang', 'original', 'di', 'tokopedia', 'kata', 'kunci', 'shopee', 'asai', 'barang', 'imitasi', 'murah', 'dengan', 'bintang', 'nada', 'notifnya']"
"['mau', 'dagang', 'aja', 'ribet', 'udah', 'bikin', 'akun', 'toko', 'sendiri', 'malah', 'username', 'nya', 'gamau', 'ubah', 'di', 'tampil', 'nya', 'padahal', 'username', 'di', 'setting', 'udah', 'bener', 'tapi', 'di', 'toko', 'nya', 'masih', 'nama', 'random', 'kalo', 'bisa', 'baik']","['mau', 'dagang', 'saja', 'ribet', 'sudah', 'bikin', 'akun', 'toko', 'sendiri', 'bahkan', 'username', 'nya', 'gamau', 'ubah', 'di', 'tampil', 'nya', 'padahal', 'username', 'di', 'atur', 'sudah', 'benar', 'tapi', 'di', 'toko', 'nya', 'masih', 'nama', 'random', 'kalau', 'bisa', 'baik']"
"['cuma', 'menang', 'iklan', 'doang', 'tapi', 'layan', 'buruk', 'sering', 'topup', 'shopay', 'tapi', 'tidak_masuk', 'aplikasi', 'geblek']","['cuma', 'menang', 'iklan', 'doang', 'tapi', 'layan', 'buruk', 'sering', 'topup', 'shopay', 'tapi', 'tidak_masuk', 'aplikasi', 'bodoh']"
"['pakai', 'ongkir', 'gratis', 'tetap', 'bayar', 'rb', 'yang', 'nya', 'tetap', 'bayar', 'paro', 'ongkir', 'yang', 'kata', 'gratis', 'mana', 'kak', 'kerja', 'harus', 'jujur', 'kak', 'biar', 'barokah', 'ya', 'terlalu', 'mahal', 'dan', 'ongkir', 'gratis', 'cuma', 'malah', 'mau', 'sen', 'ongkir', 'nya', 'malah', 'tinggi', 'harga', 'ongkir', 'nya', 'gara', 'alas', 'dari', 'pihak', 'shopie', 'saya', 'batal', 'pesan', 'padahal', 'tidak_ada', 'niat', 'batal', 'e', 'malah', 'harga', 'ongkirnya', 'tinggi', 'trs', 'tidak_jadi', 'pesan', 'aja', 'maklum', 'aja', 'saya', 'pengunan', 'shopie', 'baru']","['pakai', 'ongkos kirim', 'gratis', 'tetap', 'bayar', 'ribu', 'yang', 'nya', 'tetap', 'bayar', 'paro', 'ongkos kirim', 'yang', 'kata', 'gratis', 'mana', 'kak', 'kerja', 'harus', 'jujur', 'kak', 'biar', 'barokah', 'iya', 'terlalu', 'mahal', 'dan', 'ongkos kirim', 'gratis', 'cuma', 'bahkan', 'mau', 'sen', 'ongkos kirim', 'nya', 'bahkan', 'tinggi', 'harga', 'ongkos kirim', 'nya', 'gara', 'alas', 'dari', 'pihak', 'shopie', 'saya', 'batal', 'pesan', 'padahal', 'tidak_ada', 'niat', 'batal', 'e', 'bahkan', 'harga', 'ongkirnya', 'tinggi', 'terus', 'tidak_jadi', 'pesan', 'saja', 'maklum', 'saja', 'saya', 'pengunan', 'shopie', 'baru']"
"['kecewa', 'aku', 'masa', 'yang', 'lain', 'ada', 'spinjam', 'splaylaternya', 'aku', 'mah', 'tidak_ada', 'padahal', 'udh', 'sering', 'belanja']","['kecewa', 'aku', 'masa', 'yang', 'lain', 'ada', 'spinjam', 'splaylaternya', 'aku', 'mah', 'tidak_ada', 'padahal', 'udh', 'sering', 'belanja']"
"['saya', 'kecewa', 'guna', 'baru', 'masa', 'vocer', 'sdah', 'di', 'pakai', 'padahal', 'baru', 'juga', 'mau', 'order', 'kepakenya', 'gimana', 'coba']","['saya', 'kecewa', 'guna', 'baru', 'masa', 'voucer', 'sdah', 'di', 'pakai', 'padahal', 'baru', 'juga', 'mau', 'order', 'kepakenya', 'bagaimana', 'coba']"
"['aplikasi', 'ini', 'kok', 'lucu', 'ya', 'yg', 'ketik', 'alat', 'elektronic', 'kok', 'yg', 'muncul', 'pakai', 'sama', 'sandal']","['aplikasi', 'ini', 'kok', 'lucu', 'iya', 'yang', 'ketik', 'alat', 'elektronic', 'kok', 'yang', 'muncul', 'pakai', 'sama', 'sandal']"
"['shopee', 'skr', 'suka', 'sembunyi', 'komentar', 'dan', 'tarik', 'koin', 'dari', 'user', 'padahal', 'komentar', 'positif']","['shopee', 'skr', 'suka', 'sembunyi', 'komentar', 'dan', 'tarik', 'koin', 'dari', 'konsumen', 'padahal', 'komentar', 'positif']"
"['kembali', 'jasa', 'kirim', 'seperti', 'dulu', 'agar', 'bisa', 'pilih', 'ekpedisi', 'sesuai', 'ingin', 'beli']","['kembali', 'jasa', 'kirim', 'seperti', 'dulu', 'agar', 'bisa', 'pilih', 'ekpedisi', 'sesuai', 'ingin', 'beli']"
"['saya', 'ada', 'vocer', 'pas', 'saya', 'check', 'out', 'nyata', 'biaya', 'masih', 'mahal', 'sama', 'aja', 'gimana', 'itu', 'tolong', 'di', 'konfirmasi', 'mksh']","['saya', 'ada', 'voucer', 'pas', 'saya', 'check', 'keluar', 'nyata', 'biaya', 'masih', 'mahal', 'sama', 'saja', 'bagaimana', 'itu', 'tolong', 'di', 'konfirmasi', 'mksh']"
"['nih', 'iklan', 'shopeenya', 'kek', 'asu', 'lagi', 'main', 'game', 'situ', 'dia', 'nongol', 'dah', 'gk', 'bisa', 'di', 'silang', 'lagi', 'iklan', 'udah', 'siap', 'vidipnya', 'tetep', 'aja', 'gk', 'bisa', 'harus', 'di', 'downlod', 'dulu', 'e', 'mamank']","['ini', 'iklan', 'shopeenya', 'seperti', 'anjing', 'lagi', 'main', 'game', 'situ', 'dia', 'nongol', 'sudah', 'gk', 'bisa', 'di', 'silang', 'lagi', 'iklan', 'sudah', 'siap', 'vidipnya', 'tetep', 'saja', 'gk', 'bisa', 'harus', 'di', 'downlod', 'dulu', 'e', 'mamank']"
"['makin', 'kesini', 'makin', 'buat', 'kecewa', 'saja', 'shopee', 'khusus', 'shopeepay', 'tari', 'jika', 'lebih', 'jam', 'maka', 'dana', 'akan', 'masuk', 'hari', 'kerja', 'harus', 'begitu', 'jam', 'oprasional', 'jam', 'kerja', 'dii', 'mulai', 'langsung', 'di', 'proses', 'tidak_di', 'lambat', 'ky', 'gin', 'uang', 'digital', 'tapi', 'masih', 'banyak', 'kurang', 'mending', 'di', 'tutup', 'aja', 'dulu', 'baik', 'dengan', 'matang', 'utama', 'cepat', 'tari', 'tidak_tele', 'tele', 'susah', 'kalo', 'gin', 'terus']","['makin', 'kesini', 'makin', 'buat', 'kecewa', 'saja', 'shopee', 'khusus', 'shopeepay', 'tari', 'jika', 'lebih', 'jam', 'maka', 'dana', 'akan', 'masuk', 'hari', 'kerja', 'harus', 'begitu', 'jam', 'oprasional', 'jam', 'kerja', 'dii', 'mulai', 'langsung', 'di', 'proses', 'tidak_di', 'lambat', 'seperti', 'gin', 'uang', 'digital', 'tapi', 'masih', 'banyak', 'kurang', 'lebih baik', 'di', 'tutup', 'saja', 'dulu', 'baik', 'dengan', 'matang', 'utama', 'cepat', 'tari', 'tidak_tele', 'tele', 'susah', 'kalau', 'gin', 'terus']"
"['gimana', 'sih', 'daftar', 'akun', 'di', 'shopee', 'di', 'kasih', 'nm', 'salah', 'di', 'kasih', 'nomer', 'salah', 'tolong', 'ajarin']","['bagaimana', 'sih', 'daftar', 'akun', 'di', 'shopee', 'di', 'kasih', 'nm', 'salah', 'di', 'kasih', 'nomor', 'salah', 'tolong', 'ajarin']"
"['shopee', 'plis', 'kenapa', 'sihh', 'lama', 'lama', 'ngak', 'bener', 'juga', 'deh', 'ongkir', 'nya', 'makin', 'kesini', 'makin', 'mahal', 'ngk', 'tau', 'lagi', 'ngk', 'ada', 'jnt', 'jne', 'knp', 'sih', 'pilih', 'kasih', 'tolong', 'kmblkn', 'shopee', 'lbih', 'baik', 'agar', 'guna', 'juga', 'neng']","['shopee', 'tolong', 'kenapa', 'sihh', 'lama', 'lama', 'tidak', 'benar', 'juga', 'deh', 'ongkos kirim', 'nya', 'makin', 'kesini', 'makin', 'mahal', 'ngk', 'tahu', 'lagi', 'ngk', 'ada', 'jnt', 'jne', 'kenapa', 'sih', 'pilih', 'kasih', 'tolong', 'kmblkn', 'shopee', 'lebih', 'baik', 'agar', 'guna', 'juga', 'neng']"
"['aplikasi', 'bikin', 'kesel', 'ongkir', 'nya', 'rangin', 'napa', 'sama', 'pas', 'di', 'main', 'kalo', 'pencet', 'make', 'koin', 'itu', 'eman', 'eman', 'sumpah', 'dan', 'klo', 'mesen', 'barang', 'mesti', 'barang', 'sering', 'retak', 'retak', 'gitu', 'auto', 'hapus', 'mending', 'make', 'lazada', 'ongkir', 'nya', 'ga', 'kaya', 'di', 'shope', 'cuma', 'itu', 'doang', 'mohon', 'baik', 'lagi', 'ya']","['aplikasi', 'bikin', 'kesel', 'ongkos kirim', 'nya', 'rangin', 'kenapa', 'sama', 'pas', 'di', 'main', 'kalau', 'pencet', 'make', 'koin', 'itu', 'eman', 'eman', 'sumpah', 'dan', 'kalau', 'mesen', 'barang', 'mesti', 'barang', 'sering', 'retak', 'retak', 'gitu', 'auto', 'hapus', 'lebih baik', 'make', 'lazada', 'ongkos kirim', 'nya', 'ga', 'kaya', 'di', 'shopee', 'cuma', 'itu', 'doang', 'mohon', 'baik', 'lagi', 'iya']"
"['aplikasi', 'geblek', 'suka', 'loading', 'hp', 'udah', 'bagus', 'pake', 'wifi', 'mbps', 'pula', 'tetep', 'aja', 'lot', 'aplikasi', 'bikin', 'ilang', 'saldo', 'doang', 'gilir', 'mao', 'bayar', 'loading', 'tau', 'tau', 'hasil', 'bayar', 'saldo', 'potong', 'notif', 'gagal', 'karna', 'saldo', 'cukup', 'kan', 'tolol', 'ni', 'apk']","['aplikasi', 'bodoh', 'suka', 'loading', 'seluler', 'sudah', 'bagus', 'pakai', 'wifi', 'mbps', 'pula', 'tetep', 'saja', 'lot', 'aplikasi', 'bikin', 'hilang', 'saldo', 'doang', 'gilir', 'mau', 'bayar', 'loading', 'tahu', 'tahu', 'hasil', 'bayar', 'saldo', 'potong', 'notif', 'gagal', 'karena', 'saldo', 'cukup', 'kan', 'tolol', 'ini', 'aplikasi']"
"['layan', 'buruk', 'paket', 'sering', 'telat', 'datang', 'dan', 'cancel', 'dengan', 'sendiri', 'tidak_profesional', 'kecewa']","['layan', 'buruk', 'paket', 'sering', 'terlambat', 'datang', 'dan', 'cancel', 'dengan', 'sendiri', 'tidak_profesional', 'kecewa']"
"['lot', 'sekali', 'padahal', 'paket', 'masih', 'banyak', 'bisa', 'buat', 'buka', 'apl', 'sihijau', 'cuma', 'buat', 'sioranye', 'tidak_bisa', 'jalan']","['lot', 'sekali', 'padahal', 'paket', 'masih', 'banyak', 'bisa', 'buat', 'buka', 'aplikasi', 'sihijau', 'cuma', 'buat', 'sioranye', 'tidak_bisa', 'jalan']"
"['saya', 'guna', 'baru', 'kok', 'mau', 'login', 'gakbisa', 'tulisanya', 'akun', 'atau', 'pasword', 'tidak_sah']","['saya', 'guna', 'baru', 'kok', 'mau', 'login', 'gakbisa', 'tulisan', 'akun', 'atau', 'pasword', 'tidak_sah']"
"['gk', 'bisa', 'andal', 'saat', 'butuh', 'isi', 'paket', 'data', 'biasa', 'lancar', 'beli', 'langsung', 'masuk', 'sekarang', 'uang', 'dah', 'masuk', 'belum', 'isi', 'juga', 'data', 'selalu', 'ada', 'masalah', 'saat', 'promo', 'puncak']","['gk', 'bisa', 'andal', 'saat', 'butuh', 'isi', 'paket', 'data', 'biasa', 'lancar', 'beli', 'langsung', 'masuk', 'sekarang', 'uang', 'sudah', 'masuk', 'belum', 'isi', 'juga', 'data', 'selalu', 'ada', 'masalah', 'saat', 'promo', 'puncak']"
"['sudah', 'beberapa', 'kali', 'mau', 'update', 'ke', 'shopee', 'pay', 'tp', 'tidak_pernah', 'ada', 'msuk', 'sms', 'kode', 'verifikasi', 'padahal', 'nmr', 'sdah', 'benar']","['sudah', 'beberapa', 'kali', 'mau', 'terbaru', 'ke', 'shopee', 'bayar', 'tapi', 'tidak_pernah', 'ada', 'masuk', 'sms', 'kode', 'verifikasi', 'padahal', 'nomor', 'sdah', 'benar']"
"['kenapa', 'ini', 'email', 'tidak_bisa', 'masuk', 'padahal', 'aku', 'punya', 'shoeepay', 'di', 'dalam', 'aku', 'kan', 'download', 'aplikasi', 'android', 'di', 'laptop', 'terus', 'aku', 'daftar', 'sana', 'kata', 'ada', 'salah', 'guna', 'padahl', 'tidak_', 'tidak_apa', 'tu', 'shopee', 'dan', 'tidak_mau', 'niat', 'jahat', 'tidak_ngerti', 'deh', 'dengan', 'aplikasi', 'ini', 'nomer', 'verifikasi', 'top', 'up', 'masuk', 'shopee', 'tidak_di', 'ikan', 'siapa', 'tapi', 'kenapa', 'tiap', 'aku', 'buka', 'shopee', 'lewat', 'aku', 'email', 'tidak_bisa', 'kata', 'hanya', 'baik', 'sementara', 'tapi', 'kok', 'di', 'blokir', 'benci', 'apl', 'ini']","['kenapa', 'ini', 'email', 'tidak_bisa', 'masuk', 'padahal', 'aku', 'punya', 'shoeepay', 'di', 'dalam', 'aku', 'kan', 'unduh', 'aplikasi', 'seluler', 'di', 'laptop', 'terus', 'aku', 'daftar', 'sana', 'kata', 'ada', 'salah', 'guna', 'padahl', 'tidak_', 'tidak_apa', 'tu', 'shopee', 'dan', 'tidak_mau', 'niat', 'jahat', 'tidak_mengerti', 'deh', 'dengan', 'aplikasi', 'ini', 'nomor', 'verifikasi', 'top', 'up', 'masuk', 'shopee', 'tidak_di', 'ikan', 'siapa', 'tapi', 'kenapa', 'tiap', 'aku', 'buka', 'shopee', 'lewat', 'aku', 'email', 'tidak_bisa', 'kata', 'hanya', 'baik', 'sementara', 'tapi', 'kok', 'di', 'blokir', 'benci', 'aplikasi', 'ini']"
"['aplikasi', 'sampah', 'dan', 'sangat', 'bad', 'kalau', 'tidak_bisa', 'ngelayanin', 'tari', 'dana', 'gausah', 'di', 'adain', 'nama', 'doang', 'gede', 'tari', 'saldo', 'aja', 'lu', 'tidak_mampu', 'atasin', 'sampah', 'bener', 'guna', 'loyal', 'aja', 'lu', 'kecewain', 'gimana', 'guna', 'baru', 'miris']","['aplikasi', 'sampah', 'dan', 'sangat', 'bad', 'kalau', 'tidak_bisa', 'ngelayanin', 'tari', 'dana', 'gausah', 'di', 'diadakan', 'nama', 'doang', 'gede', 'tari', 'saldo', 'saja', 'kamu', 'tidak_mampu', 'atasin', 'sampah', 'benar', 'guna', 'loyal', 'saja', 'kamu', 'kecewain', 'bagaimana', 'guna', 'baru', 'miris']"
"['alam', 'blnja', 'pertama', 'layan', 'tidak_muas', 'entah', 'itu', 'dr', 'pihak', 'shopee', 'atau', 'jasa', 'kirim', 'nya', 'tapi', 'harus', 'saling', 'koordinasi', 'dgn', 'jasa', 'kirim', 'untuk', 'lacak', 'pesan', 'sampai', 'mana', 'tidak_malah', 'konsumen', 'suruh', 'nunggu', 'hari', 'dan', 'lacak', 'sendiri', 'bkberadaan', 'sen']","['alam', 'blnja', 'pertama', 'layan', 'tidak_muas', 'entah', 'itu', 'dari', 'pihak', 'shopee', 'atau', 'jasa', 'kirim', 'nya', 'tapi', 'harus', 'saling', 'koordinasi', 'dengan', 'jasa', 'kirim', 'untuk', 'lacak', 'pesan', 'sampai', 'mana', 'tidak_bahkan', 'konsumen', 'suruh', 'nunggu', 'hari', 'dan', 'lacak', 'sendiri', 'bkberadaan', 'sen']"
"['mentang', 'mentang', 'punya', 'duit', 'naro', 'iklan', 'sembarang', 'tiap', 'main', 'game', 'ketemu', 'iklan', 'shopee', 'terus', 'waktu', 'browsing', 'buka', 'web', 'iklan', 'lagi', 'pas', 'liat', 'youtube', 'ada', 'lagi', 'iklan', 'bahkan', 'pas', 'buka', 'situs', 'dewasa', 'mas', 'ada', 'iklan', 'juga', 'astaga', 'parah', 'bet', 'dah', 'spam', 'iklan', 'kaga', 'ngotak', 'btw', 'gua', 'nginstall', 'kaga', 'buat', 'belanja', 'cuman', 'biar', 'bisa', 'kasi', 'rating', 'bintang', 'gegara', 'iklan', 'nyebelin', 'ga', 'bisa', 'di', 'skip']","['mentang', 'mentang', 'punya', 'uang', 'naro', 'iklan', 'sembarang', 'tiap', 'main', 'game', 'ketemu', 'iklan', 'shopee', 'terus', 'waktu', 'menjelajah', 'buka', 'situs', 'iklan', 'lagi', 'pas', 'lihat', 'youtube', 'ada', 'lagi', 'iklan', 'bahkan', 'pas', 'buka', 'situs', 'dewasa', 'mas', 'ada', 'iklan', 'juga', 'astaga', 'parah', 'banget', 'sudah', 'spam', 'iklan', 'tidak', 'otak', 'ngomong', 'saya', 'nginstall', 'tidak', 'buat', 'belanja', 'cuman', 'biar', 'bisa', 'kasih', 'rating', 'bintang', 'gegara', 'iklan', 'nyebelin', 'ga', 'bisa', 'di', 'skip']"
"['mohon', 'maaf', 'tapi', 'saya', 'sudah', 'coba', 'kali', 'kali', 'tapi', 'mas', 'saja', 'bisa', 'masuk']","['mohon', 'maaf', 'tapi', 'saya', 'sudah', 'coba', 'kali', 'kali', 'tapi', 'mas', 'saja', 'bisa', 'masuk']"
"['shopee', 'ku', 'kok', 'belum', 'bisa', 'ubah', 'jadi', 'shopee', 'layter', 'yaa', 'padahal', 'udah', 'aku', 'baru', 'aplikasi']","['shopee', 'ku', 'kok', 'belum', 'bisa', 'ubah', 'jadi', 'shopee', 'layter', 'yaa', 'padahal', 'sudah', 'aku', 'baru', 'aplikasi']"
"['saya', 'gabisa', 'posting', 'produk', 'sih', 'centang', 'centang', 'atau', 'kata', 'selanjit', 'nya', 'ga', 'tampil', 'klo', 'mau', 'posting', 'produk', 'huh']","['saya', 'tidak bisa', 'posting', 'produk', 'sih', 'centang', 'centang', 'atau', 'kata', 'selanjit', 'nya', 'ga', 'tampil', 'kalau', 'mau', 'posting', 'produk', 'huh']"
"['ini', 'aplikasi', 'suka', 'keluar', 'akun', 'sendiri', 'alhasil', 'uang', 'shopeepay', 'dan', 'koin', 'gw', 'angus', 'tanpa', 'sebab', 'nyesesl', 'udah', 'sering', 'gw', 'begini']","['ini', 'aplikasi', 'suka', 'keluar', 'akun', 'sendiri', 'alhasil', 'uang', 'shopeepay', 'dan', 'koin', 'saya', 'hangus', 'tanpa', 'sebab', 'nyesesl', 'sudah', 'sering', 'saya', 'begini']"
"['kata', 'untuk', 'guna', 'baru', 'bisa', 'dpt', 'pulsa', 'rb', 'tapi', 'kok', 'ngak', 'bisa', 'jdi', 'males', 'aku', 'untuk', 'donwload']","['kata', 'untuk', 'guna', 'baru', 'bisa', 'dapat', 'pulsa', 'ribu', 'tapi', 'kok', 'tidak', 'bisa', 'jadi', 'males', 'aku', 'untuk', 'donwload']"
"['kode', 'pin', 'shopeepay', 'sangat', 'ganggu', 'saran', 'saya', 'tidak_usah', 'pake', 'kode', 'pin', 'lama', 'gue', 'uninstall', 'ni', 'shopee']","['kode', 'pin', 'shopeepay', 'sangat', 'ganggu', 'saran', 'saya', 'tidak_perlu', 'pakai', 'kode', 'pin', 'lama', 'saya', 'copot', 'ini', 'shopee']"
"['apa', 'apa', 'sopi', 'ini', 'min', 'blanja', 'rp', 'aja', 'pake', 'di', 'jam', 'jam', 'segala', 'mana', 'pas', 'mau', 'klaim', 'lot', 'minta', 'ampun', 'ga', 'banget', 'sopi', 'sekarang', 'makin', 'ruwet', 'mbok', 'ya', 'bikin', 'seperti', 'biasa', 'tinggal', 'klaim', 'doang', 'gitu', 'lo', 'biar', 'ga', 'nyusahin', 'customer', 'jd', 'males', 'belanja', 'kalo', 'gin', 'mah', 'tolong', 'baik', 'sistem', 'nya', 'parah']","['apa', 'apa', 'sopi', 'ini', 'min', 'blanja', 'rupiah', 'saja', 'pakai', 'di', 'jam', 'jam', 'segala', 'mana', 'pas', 'mau', 'klaim', 'lot', 'minta', 'ampun', 'ga', 'banget', 'sopi', 'sekarang', 'makin', 'ruwet', 'mbok', 'iya', 'bikin', 'seperti', 'biasa', 'tinggal', 'klaim', 'doang', 'gitu', 'kamu', 'biar', 'ga', 'nyusahin', 'konsumen', 'jadi', 'males', 'belanja', 'kalau', 'gin', 'mah', 'tolong', 'baik', 'sistem', 'nya', 'parah']"
"['gimana', 'si', 'aku', 'udah', 'daftar', 'tapi', 'kode', 'nya', 'engak', 'di', 'kirim', 'kirim', 'sama', 'otp', 'shoppee', 'bikin', 'kesel', 'aja', 'biasana', 'kan', 'langsung', 'di', 'kirim']","['bagaimana', 'si', 'aku', 'sudah', 'daftar', 'tapi', 'kode', 'nya', 'tidak', 'di', 'kirim', 'kirim', 'sama', 'otp', 'shoppee', 'bikin', 'kesel', 'saja', 'biasana', 'kan', 'langsung', 'di', 'kirim']"
